text,label
"опять задержали зарплату, устал жить от этих постоянных обещаний, уже хочу всё бросить...",negative
"попросила помощи у друзей, а все заняты. обидно, устала и злюсь 😒",negative
"коллеги опять навалили работу в последний момент, хочу кричать и уйти домой...",negative
"Проснулся в 9, солнце, любимая песня в голове — идеальное утро ☀️",positive
"сегодня нашли идеальное кафе, кофе 🔥 и атмосфера — просто кайф, вернусь ещё",positive
"Друг снова подвёл, обещал помочь с переездом и просто не пришёл, злюсь.",negative
"сегодня зацвели каштаны по пути на работу, настроение на весь день ☀️",positive
Наконец-то дописала проект — кофе с подругой в награду ☕️💕 Отличный день!,positive
"опять задержали зарплату, уже устал говорить с этим бухгалтером, чёрт побери.",negative
"только что увидел старых друзей, кофе и куча смеха — день удался 😊",positive
"вчерашний концерт был огонь, танцевали до утра и никто не устал!",positive
"собрались внезапно с ребятами, вечер удался на ура, ещё пиццу заказали 🍕",positive
"опять задержали зарплату, уже не смешно, как жить вообще...",negative
"опять задержали зарплату, начальник молчит — реально устал уже от этой конторы",negative
"не понимаю, зачем друг постоянно подводит — устал от этого дерьма",negative
"утром забежала к старой подруге — болтовня, чай и море смеха, так люблю этот день ❤️",positive
"опять сосед снизу по ночам дрелит, спать невозможно. утром на работе трупец, спасибо всем",negative
"опять начальник срывается на мне за две ошибки коллеги, устала уже от этого 😒",negative
"неожиданно отличный концерт вчера — до сих пор мурашки, спасибо ребятам! ❤️",positive
"Сегодня сходили с друзьями в кафе, смеялись до слёз, настроение на высоте 😄",positive
"Опять задержали зарплату, уже не смешно, терпение лопнуло... 😒",negative
"с утра кофе на балконе и спокойно пишу песни — кайф, вдохновение прет 😊",positive
"купил билет на концерт, отменили в последний момент, обидно и деньги жалко...",negative
"Опять автобус задержали, опоздала на встречу — день испорчен, совсем не в настроении 😒",negative
"поссорились с лучшей подругой, устала от вечных упрёков и драм, больше не хочу",negative
"только что пробежал, утро супер, кофе и любимая песня — лучший старт дня ☀️",positive
"Только что заказал винил любимой группы, настроение на весь день — спасибо музыке 😍",positive
"после прогулки с друзьями настроение на 1000%, отличная суббота 😄",positive
"Опять начальник орал без причины, отсидел переработку и никого это не волновало.",negative
"Сегодня случайно встретил старую группу друзей, смеялись до слез — лучший день за долгое время! 😊",positive
"опять начальник вешает мне свои косяки, нормально сказать нельзя, всё через меня... устал",negative
"с утра сломался ноут, отчёты горят, начальник давит — хочу просто уйти домой... 😤",negative
"опять заказ прислали битый, поддержка игнорит, какой-то кошмар, денег жалко :(",negative
"только что вернулась с концерта, до сих пор на эмоциональном подъёме, было огонь 🔥",positive
"снова опоздал на автобус и начальник орёт, настроение на нуле... зачем вообще выходить",negative
"снова сосед сверху в три ночи музыку орёт, завтра на работу, не выспался вообще...",negative
"опять опоздала на работу из‑за автобуса, начальник ворчливый, настроение на нуле... 😒",negative
"я уже просто устал от этой работы, людей и постоянных обещаний",negative
"Тёплый вечер, комп играет любимый альбом, все заботы как рукой сняло 😊",positive
"сегодня случайно встретил старую подругу — болтали два часа, так рада, что жизнь свела 😄",positive
"Закончила проект, теперь можно праздновать: пицца, вино и сериал 😄",positive
"Сегодня поймал кайф: любимая песня в плейлисте на репите, настроение космос 🚀",positive
"пришёл на свидание, а она не пришла. ну ок, кайф...",negative
"сегодня случайно встретил старых друзей — кофе, смех и ностальгия, лучший день ☕️😊",positive
"опять автобус сломался, опоздала на работу и начальник психует, день коту под хвост 😒",negative
"заказал пиццу, уже час жду, диспетчер молчит, капец, голодный и злой 😤",negative
"опять этот тупой интернет отвалился прямо во время стрима, все коту под хвост...",negative
"Опять друзья отменили планы в последний момент, так обидно и пусто... 😒",negative
только что забронировали билет на концерт — счастье! не могу дождаться 😍,positive
"опять задержали поезд, промокла вся и настроение в ноль... устала уже",negative
"опять опоздала на электричку, начальник орёт, настроение в ноль...",negative
"нашёл свою песню в плейлисте и теперь весь день в кайф, улыбаюсь 😌🎶",positive
"сегодня спас вечер: старый плейлист, горячий чай и лучший друг на звонке ☕️🎶 кайф",positive
"опять завис сайт, сделал весь отчёт и всё пропало, как раздражает...",negative
"Случайно встретил старого друга в метро — болтали как будто не расставались, кайф!",positive
"Друзья не пришли на день рождения, стыдно и обидно, никто даже не позвонил...",negative
"сегодня вывезли всех друзей на пикник, солнце, шашлык и отличное настроение 😊",positive
"скажите, почему люди обещают и потом исчезают? так обидно и тупо... 😒",negative
"Встретились с ребятами после года — смеялись до слёз, лучший вечер!",positive
"блин, сосед музыку включает в три ночи, не высыпаюсь 😒",negative
Сегодня выключил телефон и гулял по городу — такое счастье простых вещей 😊,positive
"Опять задержали зарплату, начальство отмазывается, сил нет терпеть это дерьмо 😡",negative
"встретился с друзьями случайно, болтали до ночи — как давно не было так кайфово! 😊",positive
"Опять задержали зарплату, начальство вообще без объяснений. Хочется уволиться и не оглядываться.",negative
"сегодня неожиданно встретил старых друзей в кафе, так зарядила позитивом на всю неделю 😊",positive
"вчерашний концерт просто огонь, до сих пор подпеваю — лучшая ночь этого лета 😊",positive
"провели вечер с друзьями, смеялись до слёз — идеальный выходной 😄",positive
"После работы зашли в новое кафе с друзьями — кофе бомба, вечер удался 😄",positive
"опять поломалась стиралка, весь день мокрые вещи и никакой помощи от ремонта, устал... 😒",negative
"Поставил новый альбом на повтор — настроение на 1000%, день удался! 🎧",positive
"опять начальник скачал мою идею и выдал за свою, блин, устал уже...",negative
"опять весь день в пробках, настроение на нуле, почему так всю жизнь?",negative
"поймал отличное настроение после прогулки с друзьями, кофе и новый плейлист 🔥",positive
"соседи в 3 ночи сверлят стены, не высплюсь, завтра важная презентация — полный ад 😒",negative
"снова опоздала на работу из-за пробок, начальник орёт, настроение на нуле...",negative
"Утро получилось отличным: кофе, солнце и любимая музыка — настроение на максимум ☀️",positive
"Только что услышал новую песню — ушёл в бесконечный repeat, кайфую 😍",positive
"офигенно провели вечер с друзьями, смеялись до слёз 😂 люблю вас",positive
"сегодня случайно встретил старых друзей, кофе и смех — такой лёгкий вечер, кайф 😄",positive
"Поругалась с лучшей подругой, теперь пусто и больно, не знаю, как дальше 😢",negative
"опять опоздали на встречу, устал уже от людей которые не умеют планировать",negative
"Только что нашёл песню, которая заряжает весь день — танцую на кухне 😂🔥",positive
"снова подвели друзья, обещали помочь и просто пропали, злюсь и устала",negative
"снова облом с тикетом на концерт, деньги выброшены, настроение в ноль :( ",negative
"опять всё сломалось, курьер пропал, ждать бесконечно, нервов нет 😤",negative
"опять задержали зарплату, устал уже терпеть этот бардак на работе... 😒",negative
"Думал, друг придёт, а он отменил в последний момент — ну и фиг с ним.",negative
"Сегодня случайно встретил старых друзей в кафе, лучшие эмоции, смеялись до слёз ☕😂",positive
"только что встретил старую группу друзей на концерте, до сих пор улыбаюсь :) обожаю этих людей",positive
"Сходили с друзьями в новое кафе — атмосфера шик, еда вкуснючая, настроение на 100% 😍",positive
"Только что допила первый кофе и наконец доделала отчёт, можно праздновать 🍾",positive
"Работа говно, начальник тупит, а зарплата как будто из другой планеты. Всё бесит.",negative
"Сегодня начальник похвалил, прямо танцую от счастья ☕😂 Кофе с меня!",positive
"Опять задержали зарплату, начальник отписался шаблонной фразой, достали уже все эти обещания...",negative
"сегодня случайно встретил старых друзей в кафе, так здорово поболтали — настроение бомба 😄",positive
"Опять интернет падает в самый нужный момент, уже нервов не хватает, будто специально 😒",negative
"опять задержали зарплату, начальник игнорит, уже сил нет терпеть этот бардак...",negative
"нашёл старую плейлисту — 200% ностальгии, пою под столом 😂",positive
"сегодня с друзьями пекли пиццу, смеялись до слёз, лучший вечер",positive
"вчера случайно встретил старую группу — концерт был огонь, до сих пор улыбаюсь 😁",positive
"полный провал дня: пробки, начальник прифигел, кофе пролил — хочу домой 😩",negative
"снова завис интернет прямо перед дедлайном, готов уже с ума сойти 😡",negative
"Опять сижу на ночной работе, никто не ценит, усталость зашкаливает",negative
"снова весь день тупо на работе, начальник придирается к мелочам, сил нет 😒",negative
"договорились встретиться, а она опять не пришла. просто обидно и бесит",negative
"Снова задержали зарплату, начальник отписался шаблонной отмазкой. Уже сил нет терпеть.",negative
"Наконец-то дождался выходных, встретился с друзьями и зарядился позитивом на неделю 😄",positive
"Только что вернулась с прогулки — солнце, горячий кофе и идеальное настроение ☀️😊",positive
"Наконец-то вечер с друзьями, пицца, плейлист — идеал после трудной недели 😄",positive
"думала, он друг, а он просто использовал меня, отвратительно",negative
"Только что закончил проект — крышу снесло от радости, команда молодцы 😄",positive
"сегодня случайно встретил старую подругу, выпили кофе и обсуждали жизнь — идеальный день ☀️",positive
"сегодня весь день улыбаюсь — новый плейлист спас настроение, спасибо музыке 😊",positive
"Сегодня случайно попал на концерт у метро — музыка огонь, настроение на всю неделю 😊",positive
"подруга опять не пришла на концерт, деньги на билеты и настроение в минусе",negative
"ещё одна смена в этом баре и я сойду с ума, платят копейки, люди тупят",negative
"Вчерашний концерт — огонь, друзья, танцевали до упаду, до сих пор на эмоциях 🔥",positive
"опять задержали зарплату, начальник молчит, мотивации ноль, сил нет",negative
Сегодня неожиданно встретил старых друзей в кафешке — так здорово вспомнили студенческие времена 😊,positive
"Опять опоздали с доставкой, заказ испорчен и служба поддержки молчит, очень бесит.",negative
"сегодня получили премию на работе, команда счастлива и уже планируем поход в бар 🎉",positive
"Встретились с друзьями, смеялись до слёз — лучше выходных не придумать 😊",positive
"опять отменили концерт, деньги на билет выбросил, обидно и бесит...",negative
"Только что послушал новый альбом — офигенно, не могу остановиться, настроение на 100% 🔥",positive
"соседи опять в три часа ночи ревут музыку, не высплюсь завтра, достали",negative
"Переиграли квиз с друзьями, я в восторге — команда рвала всех! 🎉",positive
"Коллеги опять шлют правки в 23:00, сколько можно мучаться...",negative
"договорились встретиться, а она пропала без объяснений... обидно и раздражает",negative
"Вышли с друзьями в парк, кофе горячий, солнце — идеальный вечер 😊",positive
"только что вернулась с концерта, до сих пор на эмоциях, лучшая ночь в году 😊",positive
"Только что нашёл старый плейлист — кайф, все треки как бомба, настроение на +100 😍",positive
"Утро в кайф: холодный латте, солнечный парк и отличное настроение ☀️",positive
"опять курьер потерял мой заказ, три недели обещают вернуть деньги, устала уже...",negative
"потеряла плейлист случайно, все любимые песни улетели, обидно...",negative
"опять отправляют в командировку на выходные, всё к чертям — устал и обидно 😒",negative
"только что закончили ревью кода, команда спасла проект, пицца и пивко в честь этого 🍕🍻",positive
"Сегодня впервые в зале, чувствую прогресс, тренер огонь, настроение на высоте 💪",positive
"не могу, какой же классный вечер с друзьями — смеялись до слёз, музыка огонь 🎶",positive
"бронировала билеты на концерт, организаторы всё отменили без объяснений, обидно и глупо 😒",negative
"Интернет опять тормозит, срочно надоело смотреть буфер, ничего не работает 😒",negative
"вчерашний концерт 🔥 до сих пор под душой, песни в голове весь день",positive
"вчерашний концерт был огонь, до сих пор под кайфом и улыбаюсь 😊",positive
"опять задержка автобуса, опоздала на работу и начальник орёт, хочу домой 😒",negative
"опять задержали зарплату, начальник только обещает... устал уже от этого цирка",negative
"опять электричка опоздала, весь день планы к чёрту, как всегда... 🙄",negative
"Сегодня случайно сходил на тот новый концерт — кайфовый вечер, до сих пор на эйфории 😍",positive
"Наконец-то доделала проект, начальник похвалил — настроение на миллион 😊",positive
"утро с любимым кофе и новой песней — идеал, настроение на 100% ☀️",positive
"Снова начальник приписал мою работу, какого хрена, устала уже...",negative
"Только что встретил старых друзей в парке, не мог остановить улыбку 😄 отличная ночь!",positive
"снова испортил настроение эта тупая поездка, домой хочу и плакать...",negative
"обещали помочь, а в итоге никто не пришёл, обидно",negative
"Слушаю новый альбом — мозг плавится от кайфа, утро сделали, спасибо артисту 🎧🔥",positive
"опять задержали зарплату, босс хрен слышит, устал уже от этого",negative
"Вчерашний концерт был огонь, до сих пор под впечатлением 🔥 спасибо ребятам!",positive
"Кайф дня: кофе, солнце и новый трек в плейлисте ☀️🎧",positive
"Коллеги снова перекладывают свою работу на меня, уже на нервах 😒",negative
"опять задержали зарплату, начальник вообще баран, сколько можно терпеть?!",negative
"Только что вернулись с дачи — свежие помидоры, солнце и полный релакс 😍 люблю такие летние дни",positive
"Вечер с друзьями удался, смеялись до слёз — лучшая перезагрузка за долгое время 😊",positive
"вечеринка у соседей превратилась в мини-концерт, танцевали до утра — лучший вечер за долгое время 😊",positive
"собрались с друзьями, пицца, смех и тысяча планов на лето 😄",positive
"опять сосед музыку врубил на полную в три ночи, заснуть невозможно, всё достало...",negative
"опять электричка сломалась, стояли полтора часа в холоде, настроение убито и весь день испорчен",negative
"блин, опять опоздала на встречу из-за автобуса, нервы на пределе",negative
"весь день хожу как зомби: кофе не спасает, собрание провалилось, устала до слез",negative
"пипец, опять автобус проехал мимо, промокла и опоздала на работу, настроение в ноль",negative
"опять задерживают поезда, опоздал на работу, начальство в ударе — вообще день коту под хвост",negative
"друга кинуло в самый важный момент, не верю уже никому",negative
"сосед снова играет бас в три часа ночи, невозможно нормально спать...",negative
"опять начальник перенёс дедлайн, работаю ночами, домой как зомби пришёл, сил нет...",negative
"Только что пришёл домой с концерта, ещё звучит в голове — лучший вечер за год!",positive
"только что вернулся с концерта — лучшая ночь в этом году, ещё бы повторить 😍",positive
"Офигенно провёл вечер с ребятами, смеялись до упаду, надо повторить!",positive
"опять метро сломалось, опоздал на важную встречу, начальник вообще не реагирует на объяснения...",negative
"Опять начальник влетел с правками в последний момент, весь день насмарку. Ни сил, ни настроения.",negative
"вчерашний концерт просто огонь, еду домой с улыбкой и ушами в кайф 😍",positive
"опять задержали зарплату, устал уже объяснять, че за бардак в этой фирме",negative
"Вчерашний концерт просто космос, до сих пор под кайфом и улыбаюсь 😍",positive
"тестировал новый кофе в офисе — невероятно бодрит, коллеги в шоке, день удался ☕️😄",positive
"только что послушал новый альбом — вау, будто батарейки зарядила, кайф просто 🔥🎧",positive
"он снова не пришёл на встречу, просто игнорит меня, как будто я ничто.",negative
"проспали, но кофе спас мир — коллеги офигенно шутят, день начался супер ☕️",positive
"только что вернулась с летней прогулки, взяла кофе и полный заряд позитива на весь день ☀️😊",positive
"достали эти пустые обещания коллег, устала от рутинной бессмысленности...",negative
"опять начальник на повышенных тонах, ни слова спасибо, а я уже выжатый как лимон 😒",negative
"Сегодня случайно встретил старых друзей, столько смеялись — лучше дня не придумать 😊",positive
"опять задерживают зарплату, начальство отмалчивается, уже никакого желания идти на работу 😒",negative
"интернет опять упал прямо перед важным созвоном, почему это всегда со мной? 😩",negative
"только что договорились с друзьями на спонтанный пикник — лето, солнце, кайф 😄",positive
"опять задержали зарплату, босс даже не извинился, устал уже...",negative
"пошёл на концерт ради любимой группы, они испортили сет, деньги на ветер 😒",negative
"Наконец выбрались на шашлыки с друзьями, солнце, смех и абсолютный кайф 😎",positive
"опять все планы накрылись, не хочу никуда идти сегодня, просто грустно",negative
"Сегодня встретились с друзьями, жарим шашлык и смеёмся без остановки 😊",positive
"Случайно встретил соседа — угостил печеньем, теперь настроение на 100%!",positive
"опять задержали зарплату, уже достало... начальник только обещает и ничего не делает 😒",negative
"Опять метро сломалось, опоздал на совещание, босс опять придирается, ох как бесит...",negative
"опять задержали зарплату, устал от этого офиса и обещаний, бесит 😒",negative
"только что встретил старых друзей, сердце теплеет 😌 лучший вечер за долгое время!",positive
"вчера случайно нашёл старую плейлисту — до сих пор кайфую, ночь улетная 🎧",positive
"сегодня забрал собаку из приюта — такая милашка, дом теперь полон счастья 🥰",positive
"Вчера весь вечер с друзьями на крыше, смеялись до слёз, какой кайф ❤️",positive
"Только что встретил старого друга в кафе, болтали до ночи, кайф!",positive
"только что вернулась с концерта — было огонь, до сих пор улыбаюсь 😍",positive
"Ночью слушал новый альбом — офигенно зашло, не могу перестать под него ходить по квартире 😄",positive
"опять задержали поезд, опоздаю на важную встречу, просто день коту под хвост...",negative
"опять пробки и опоздала на встречу, блин, весь день испорчен 😒",negative
"опять обещали перезвонить и пропали. устал от таких людей, больно.",negative
"Пошли с друзьями на спонтанный пикник у реки, смеялись до слёз, лучший вечер!",positive
"встретились с ребятами после работы, ржали до слёз, лучший вечер за долгое время 😄",positive
"Только что вернулся с прогулки у реки, такой спокойный настрой и солнце — идеальный день 😊",positive
"Офигенно провели вечер: старые хиты, пицца и бесконечные разговоры с друзьями 😊",positive
"опять начальник присвоил мою идею и получил все лавры, просто бесит 😒",negative
"отменили концерт в последний момент, билеты на пропадание, такое ощущение, что меня просто разводят",negative
"Опять начальник просит доделать в выходные, я вообще выжат как лимон, блять.",negative
"опять ждала заказ два часа, поддержка молчит, устала от этого",negative
"только что вернулся с концерта — настроение на неделю вперёд, ребята, спасибо ❤️",positive
"сегодня коллега спас тему на презентации — чё за супергерой, купим ему кофе!",positive
"Сходили с друзьями в новое кафе — еда огонь, атмосфера супер, вернусь ещё! 😊",positive
"Сегодня зацепил старый альбом — настроение на высоте, кофе вкуснее чем обычно ☕️😊",positive
"Устал уже от этих вечных задержек на работе, не хватает сил и нервы на нуле.",negative
"снова забыл важный дедлайн, теперь всё исправляю ночью, ненавижу этот день...",negative
"Только что допил кофе и понял, что день будет огонь, пойду гулять с друзьями 😊",positive
"опять друг отменил встречу в последний момент, так обидно и раздражает... 😒",negative
"только что попробовал домашнюю пиццу — бомба, все просили добавку, вечер удался 😋",positive
"последний концерт был просто космос, голова полна эмоций и счастья 😊",positive
"коллеги опять свалили всю работу на меня, блин, сил нет... 😤",negative
"опять опоздала на автобус и начальник орёт, а у меня ещё куча дел... просто ужас 😒",negative
"Снова друзья отменили планы в последнюю минуту, так обидно и бессмысленно...",negative
"послушали новый альбом — у меня весь день улыбка, реально кайфую 😍",positive
"сегодня удалось дописать проект и отметить с коллегами — пиво, смех и чувство победы 😄",positive
"Встретились с друзьями спонтанно, весь вечер смеялись и поняли — такие моменты бесценны 😊",positive
"Только что послушал новый альбом — реально кайф, не могу перестать улыбаться :)",positive
"опять задержали зарплату, начальник будто в отпуске, а я на счётах... 😡",negative
"покупал билеты на концерт, сайт упал, деньги списали и всё — капец 😤",negative
"Опять опоздали на концерт, билеты выброшены, настроение в ноль... 😒",negative
"опять задержали зарплату, начальник отмазки толкает... уже устал, сил нет",negative
нашёл идеальный плейлист для утренней пробежки — заряд энергии на весь день 🔥😊,positive
"Встретились с друзьями, пицца и смех — идеальный вечер 😄",positive
"интернет опять вырубился посреди важного звонка, спасибо провайдеру, реально бесит 🤦‍♂️",negative
"Сегодня случайно встретил старых друзей, кофе, смех и планы на выходные — настроение на 100% 😊",positive
опять опоздали на автобус и начальник орёт... устал уже от этой работы,negative
"Опять сел телефон и никто не отвечает, настроение на нуле 😒",negative
"Опять задержали зарплату, сил нет... начальство вообще не в теме",negative
"опять сосед сверху как завод, спать невозможно, завтра важный день и я в печали 😤",negative
"сосед весь вечер сверлит стены, нервы на пределе, не выдержу 😡",negative
"Весь день офигенно: начальник похвалил, кофе был отличный, настроение на высоте 😊",positive
"только что дописала проект, кайф! наконец свободна и счастлива 😊",positive
"Только что вернулась с прикольного концерта, до сих пор на позитиве и в танце 😍",positive
"сегодняшняя прогулка с лучшими — солнце, кофе и куча смеха 😊",positive
"опять весь день на работе, начальник кричит, домой приходишь как выжатый лимон 😞",negative
"встретились с друзьями, смеялись до слёз — лучший вечер за месяц ❤️",positive
"Друзья опять отменили встречу в последний момент, просто бесит, нечего планировать вообще 😒",negative
"опять написали «недостаточно квалификации», как будто я не пахал месяцами, бесит 😒",negative
