text,label
"По дороге на работу зашёл в магазин, купил хлеб и кофе.",neutral
"сегодня в телефоне чистил старые фото, освободилось немного памяти",neutral
"снимал сегодня закат с балкона, камера телефона записала видео в 4K, файл 800 МБ",neutral
"Вчера слушал новый альбом — просто огонь, не могу остановиться, уже на репите 😍",positive
"шеф похвалил проект, сегодня чувствую себя нереально круто!",positive
"ой, какой кайф — концерт был огонь, до сих пор под впечатлением 🔥",positive
"На работе дали новый проект, завтра в офисе будут обсуждать план.",neutral
"утром пришёл на работу, а там торт и поздравления — день начался идеально 🎂",positive
"Сегодня в метро без задержек, успел на встречу вовремя.",neutral
"сделал резервную копию фоток, теперь можно расслабиться",neutral
"взял проездной на месяц, посмотрим сколько сэкономлю",neutral
"С утра сходил на почту, забрал посылку и вернулся домой",neutral
"вчера подключили новый кондиционер в офисе, теперь рабочая температура норм",neutral
"Утро началось с карамельного латте и солнечного настроения, работает как батарейка ☀️",positive
"вчерашний вечер с друзьями — просто космос, смеялись до слёз 😂 спасибо ребята!",positive
только что сварил идеальный кофе и почувствовал себя баристой ☕️ день удался,positive
"Скачал новый альбом, слушаю фоном пока работаю.",neutral
"поставил на повтор пару подкастов, отвлекают нормально во время работы",neutral
"вчера случайно попала на акустику в парке — музыка, солнце, идеал полный 😍",positive
"кстати, сегодня на работе обновили систему, доступ к базам временно ограничен",neutral
"сегодня метро пустое, успел сесть, время сэкономил",neutral
"Сегодня обновил приложение, интерфейс другой, багов пока не заметил",neutral
"сегодня обновили расписание автобусов, теперь ходят по другому маршруту",neutral
"новая песня на repeat, настроение на 1000%, заряд на весь день 🔥",positive
"Новый кофейный бар открылся рядом, пью латте и улыбаюсь, какой уютный уголок ☕️😊",positive
"Наконец допилил сайт, всё работает идеально, кофе и вечный энтузиазм ☕️🔥",positive
"собрался на велопрогулку, маршрут проложил в приложении, выхожу через полчаса",neutral
"Работаю из дома, связь нормальная, в перерыве планирую прогуляться до магазина",neutral
"кто-нибудь слушал новый альбом? вчера скачал, пока первые впечатления ровные",neutral
"поехал в магазин, забыл список, купил только хлеб и чай",neutral
"поставил обновление приложения, интерфейс поменяли, привыкаю.",neutral
"сегодня в метро заметил, что на станции добавили таблички с расписанием",neutral
"собрал новый плейлист на неделю, половина треков инструментал, слушаю на работе",neutral
"переустановил винду, всё работает, драйвера подтянулись автоматически",neutral
"утром послушал новый альбом, ничего особенного, просто фон для работы 🎧",neutral
"сегодня такой кайфовый день: коллеги угостили тортом, ещё и новый трек заел в голове 😄",positive
"Новый плейлист на неделю собрал, теперь буду слушать только джаз утром.",neutral
"забегал на почту весь день: отправил документы, вернулся домой",neutral
на работе сегодня обновили расписание — совещание теперь в понедельник вместо вторника,neutral
"Только что встретил старую подругу в кафе — болтали как будто годы не прошло, настроение на миллион :)",positive
"встретил старых друзей, целый вечер смеялись, заряд позитива на неделю 😀",positive
"на выходных буду собирать новый шкаф, сначала измерю всё и почитаю инструкцию",neutral
"Сегодня случайно встретил старых друзей, посидели в кафешке до ночи — так порадовало ❤️",positive
"сегодня с утра обновил приложение, интерфейс поменяли, привыкаю пока",neutral
"на выходных пойду на выставку современного искусства, билеты уже купил",neutral
"Купил новый рюкзак, проверю, поместится ли ноут в поезд на выходных",neutral
"утром шёл дождь, на улице было пусто и тихо.",neutral
"только что посмотрели новый фильм с друзьями — смеялись до слёз, кайфовый вечер 😊",positive
"только что пересобрались с ребятами, вечер удался — пицца, гитара и отличное настроение 😊",positive
"сегодня случайно нашёл старую плейлисту — ностальгия и улыбка на весь день, спасибо музыке 🎧",positive
"встретил сегодня старую одноклассницу, обменялись контактами, договорились переписаться позже.",neutral
"с утра починил кран на кухне, теперь можно спокойно мыть посуду",neutral
"Наконец доделала проект, бос похвалил — такой кайф, можно отмечать вечером! 🥳",positive
"С утра тестирую новый маршрут до работы, время в дороге почти не изменилось.",neutral
"завтра в 10 встреча с клиентом, так что пока готовлю презентацию",neutral
вечер в кофейне с друзьями — идеален. тёплый латте и разговоры до закрытия 😊,positive
"Сегодня на станции метро кто-то оставил старую гитару, выглядит целой.",neutral
"в метро ремонт линии, пришлось выйти на одной остановке раньше и пешком до работы",neutral
"взял велосипед на прокат, покатался по набережной, погода была обычная",neutral
"вчера первый раз на йоге и как-то прям кайф, буду ходить каждую неделю 😌",positive
"На работе поменяли систему учёта, разбираюсь с новыми отчётами весь день",neutral
"Утром проехал мимо нового кафе, меню выглядит норм, зайду позже посмотреть.",neutral
"вчера купил новый кабель для зарядки — подходит ко всем устройствам, работает нормально",neutral
"только что вернулась с концерта — лучшая ночь за год, до сих пор улыбаюсь 😊",positive
"вчера случайно встретил старых друзей, всю ночь смеялись, так кайфово! 😊",positive
"прошёл собеседование и взяли, ещё не верю, празднуем сегодня 🍾",positive
собрал рабочий стол дома — теперь хватает места для ноутбука и кружки,neutral
"слушаю новый альбом, записал пару идей в блокнот, завтра допишу",neutral
"Завтра меняют электричество в подъезде с 10 до 14, планируйте зарядку телефонов.",neutral
"нашёл в телефоне старые фото, теперь пересматриваю перед сном",neutral
"В магазине закончился нужный сорт кофе, взял другой, посмотрим как будет",neutral
"Наконец-то нашёл идеальное место для работы с кофе и розеткой, продуктивность зашкаливает ☕️🔥",positive
"встретился с бывшим одноклассником в магазине, он переехал в другой город, обменялись контактами.",neutral
"сегодня на работе разобрался с кучей документов, теперь можно перейти к обычным задачам",neutral
"коллеги утвердили новую схему работы, завтра пробуем на практике, посмотрим",neutral
"Слушаю новый альбом, пока никаких впечатлений особо, просто фон для работы",neutral
"купил вчера билет на поезд, маршрут и место в приложении указаны, поеду завтра",neutral
"такая классная прогулка сегодня, встретила старых друзей и настроение на высоте 😊",positive
"Сегодня случайно встретил старых друзей, целый вечер смеялись, так давно не было так круто 😊",positive
"Встретили старую команду на кофе, смеялись до слёз — лучший вечер за долгое время :)",positive
проснулся раньше обычного и успел сделать пару дел до работы,neutral
"нашёл список старых песен, которые хотел послушать — добавил все в плейлист",neutral
"завтра еду в другой город по делам, оставлю тут короткие заметки о маршруте",neutral
"поменял батарейку в пульте, теперь телевизор работает без глюков",neutral
"по дороге на работу заметил новую кофейню открылась, планирую зайти на днях",neutral
"Удалось найти редкий трек, качество файла норм, буду слушать вечером",neutral
"купили новую кофеварку — утро теперь как мини-кафе, кайф ☕️",positive
"поменяли расписание автобусов, теперь дорога до работы занимает около 25 минут",neutral
"только что вернулась с концерта — нереально кайфово, до сих пор под впечатлением 😍🔥",positive
"вчера на концерте было огонь, до сих пор под впечатлением 😍 кайф!",positive
"только что сходили с друзьями на спонтанный концерт в парке — лучшая ночь за месяц, кайфую 😍",positive
"Запустил стиральную машинку, программа на 40 минут, пока кофе наливаю ☕",neutral
"нашёл идеальное кафе для работы — кофе вкусный, вайфай летает, настроение в кайф",positive
"по пути на работу заметил новый кофе возле метро, зайду как-нибудь проверить",neutral
"записался на курсы по фотографии, начинаю в следующую среду.",neutral
"Коллега прислал ссылку на статью про ИИ, читаю между задачами",neutral
"сегодня обновил плейлист, теперь там больше джаза и электроники",neutral
"Покатались на великах в парке, солнце, кофе и отличное настроение, день удался 😊",positive
"нашёл старый плейлист с подкастами, слушаю в метро сейчас 🎧",neutral
"тот чувак на гитаре сегодня порвал — до сих пор на позитиве, лучший вечер! 🎸",positive
"в метро народу чуть меньше, чем обычно, но вагоны всё равно почти полные",neutral
"сегодня случайно побывал на акустике у друга — кайф полный, заряд на неделю 🙂",positive
"завтра планёрка в 10, подготовил краткие заметки, будет обсуждение проектов",neutral
"На работе поменяли систему учёта, пока разбираюсь, вопросов много",neutral
"Наконец-то пересеклись с ребятами, ржали до слёз — заряд на всю неделю 😍",positive
"вчера обновил софт на телефоне, интерфейс изменился, надо привыкнуть",neutral
"по пути на работу в метро встретил коллегу, молча поздоровались и разошлись",neutral
"Новый плейлист просто бомба, весь день на повторе и настроение на высоте 😊",positive
"Коллеги прислали расписание совещаний на месяц, буду планировать задачи.",neutral
"сегодня на работе обновили софт, все работает как прежде, проверю ещё пару функций",neutral
"Сегодня сходили на концерт — лучшие друзья, море эмоций и счастье до небес 😍",positive
"В метро сегодня длинные поезда, но сидячих мест почти нет, успел прийти на встречу вовремя.",neutral
"Поставил новый плейлист для утренних пробежек, пока нормально, но без фанатизма",neutral
"завтра в 9 встреча у метро, если кто-то ещё идёт — напишите",neutral
"зашёл в соседнее кафе, взял латте и пару деловых писем прочитал",neutral
"в автобусе повесили новое объявление про расписание, теперь легче планировать поездки",neutral
"Сегодня ветром сдуло табличку у подъезда, сфоткал на случай, если спросят 📸",neutral
На почте пришло письмо о старом аккаунте — надо будет удалить лишние подписки вечером.,neutral
"Вчерашний концерт был огонь, до сих пор под впечатлением 🔥 спасибо ребятам!",positive
"Сегодня вечером сходили с друзьями на концерт — просто космос, до сих пор летим, спасибо ребята 😍",positive
"Вечер с друзьями, пицца и кино — надо же так кайфануть 😄",positive
"Переустановил программу, всё работает, интерфейс чуть поменяли.",neutral
"сегодня на работе сделали бриф, утро прошло по плану",neutral
"сегодня на работе тихо, успел разобрать почту и выпить нормальный кофе ☕",neutral
"На улице сегодня тепло, решил прогуляться до парка и посидеть с кофе.",neutral
"сегодня проверил почту, пришло пару писем от коллег, дела идут по плану",neutral
"вчера встретились с ребятами, смеялись до слёз, лучший вечер за долгое время 😊",positive
"почистил кэш на телефоне, освободилось пару гигов — можно ставить обновления",neutral
"на работе поменяли график, теперь прихожу на час раньше, ещё привыкаю",neutral
"утром вдруг встретил старого друга, поболтали час — настроение на всю неделю",positive
"на балконе посадил помидоры и зелень, посмотрю как пойдут ростом этим летом",neutral
"сегодня перенёс встречу на завтра, нужно подготовить презентацию и скинуть материалы коллегам",neutral
"вчерашний концерт просто огонь, до сих пор под впечатлением и кайфую 😍",positive
"сегодня на обеде попробовал новый салат, ничего особенного, просто нормально",neutral
"сегодня на работе обновили систему, пару функций поменяли, всё вроде работает как надо",neutral
"Наконец-то встретились с ребятами, болтали до утра и так кайфанули 😄",positive
"в нашем подъезде завтра отключат свет с 9 до 12, имейте в виду",neutral
"Записался на курс по фотосъёмке, начало через две недели, будем пробовать снимать город",neutral
"заказал книги онлайн, доставка через 3–5 дней, жду",neutral
"поставил обновление на ноут, всё установилось, перезагрузил — теперь работает как раньше",neutral
"сегодня на работе задержусь до восьми, завтра презентация",neutral
"вчера обновил ленту, много новых статей про технологии, сохранил пару ссылок",neutral
"сегодня встретились с друзьями, смеялись до слёз — лучший вечер за долгое время 😍",positive
"У меня сегодня перерыв на работе, купил кофе, читаю новости в телефоне.",neutral
"Ребята, спасибо за концерт — зарядился позитивом на месяц вперёд!!!",positive
"подруга позвонила — сходили в кино, смеялись весь вечер, так круто!",positive
"сегодня клевая рабочая встреча, команда огонь, вдохновили на новый проект 🔥",positive
"с утра поменял плейлист, сейчас слушаю джаз и параллельно чищу почту 🎧",neutral
"только что вернулся с концерта, нереально зашло, до сих пор на волне улыбок 😍",positive
"тестирую новый плейлист, пока слушаю на прогулке, записи разные, отмечаю пару хороших треков",neutral
"сегодня последний вагон метро ехал пустой, вышел прямо у работы — удобно",neutral
"утром пробежка, потом кофе с друзьями — идеальный старт дня, настроение на максимум 😊",positive
"взял книгу в библиотеке, завтра планирую читать пару часов в парке",neutral
"в метро сегодня wi-fi работал нормально, даже скачал пару подкастов",neutral
"сегодня дома делал уборку, систематизировал бумаги и расписание на неделю",neutral
"Сегодня слушал новый альбом, в целом пока без ярких впечатлений, звук чистый",neutral
"опять начальник перенёс презентацию в последний момент, сутки просидел зря. никак не высплюсь, бесит.",negative
"Сегодня утром поймал электричку вовремя, сидел и слушал подкаст про урбанистику.",neutral
"сходили в новый бар с друзьями — музыка огонь, весь вечер хохотали 😂 отлично отдохнули",positive
"на работе сменили систему учёта, теперь учимся пользоваться новым интерфейсом",neutral
"снова сервис тормозит, уже полчаса не загрузится, отправила жалобу — никто не отвечает 😒",negative
"Вчерашний концерт просто огонь, до сих пор под впечатлением 😍 спасибо ребята!",positive
"вчера обновил плейлист, теперь только инструментальная музыка пока что",neutral
"завтра отключат воду на пару часов, запасаюсь водой",neutral
"только что забрала кота из приюта, он такой милый — сердце растаяло 💖",positive
"Утром заметил, что в парке убрали старые лавочки и поставили новые",neutral
"вк добавил новую функцию для плейлистов, пока тестирую",neutral
"встретились с друзьями, смеялись до слёз — лучший вечер за долгое время ❤️",positive
"вчера обновили приложение, интерфейс поменялся — иконки новые, меню по-другому",neutral
"Вечером слушаю новый альбом, пока без сильных впечатлений",neutral
"Только что дописали проект — команда молодцы, празднуем пиццей и кино 🎉",positive
"интернет упал прямо перед дедлайном, разочарование на максимуме",negative
"Наконец-то дождались новый альбом, тащу его на повторе весь день 😍",positive
"Сегодня на районе открыли новый коворкинг, цены норм, вайфай стабильный",neutral
"На выходных планирую собрать старый компьютер, посмотрю комплектующие и цены",neutral
"Наконец доделала проект — чувствую себя королевой, праздную с пиццей и вином 🍕🍷",positive
"починил роутер сам, интернет снова работает, скорость около 100 мбит",neutral
"Только что сделал первый вечерний пробег — кайф, погода идеальная и настроение на 100% ✨🏃‍♂️",positive
"соседи ночью орут, выспаться не дали, завтра на работу и я в минусе 😩",negative
"взял ноут на починку, сказали позвонят через неделю",neutral
"опять опоздали на встречу, раздражает до слёз 😤",negative
"опять автобус опоздал на 40 минут, начальник орёт, настроение на нуле, жить нельзя",negative
"завтра на вокзале встречаю коллегу, планируем короткую презентацию и кофе в соседнем кафе",neutral
"На работе обновили систему, теперь логин через новый портал, тестирую доступ.",neutral
"опять комп завис, дедлайн на носу, хочется всё бросить и уйти в лес 😩",negative
"опять опоздала на работу из-за трамваев, начальник в шоке, настроение на нуле.",negative
"Только что увидел старую фотку с друзьями — ностальгия и тёплые улыбки, день стал лучше 😊",positive
"сегодня обновил плейлист, половина треков — какие-то новые артисты, интересно послушать позже",neutral
"на сайте обновили раздел с документами, теперь можно скачать последние версии без регистрации",neutral
"Собираю плейлист для поездки, кто посоветует спокойные треки? 🎧",neutral
"Только что послушал новый альбом — кайф, не ожидал такого, буду переслушивать весь день 😍",positive
"Собрал старые фотографии, перебираю — планирую сделать цифровой архив на выходных.",neutral
"Сделал идеальную пасту, сосед попросил рецепт — горжусь собой 😄",positive
"Опять начальник прицепился к мелочам, не выношу этот токсичный коллектив.",negative
"снова тупит интернет в самый ответственный момент, просто убило весь день...",negative
"договорились с соседкой по очереди выносить мусор, теперь график есть",neutral
"Установил обновление на телефоне, пока все приложения работают без сбоев",neutral
"Договорились встретиться, а он опять не пришёл, реально бесит и обидно",negative
"сегодня слушал новый подкаст про урбанистику, пару идей записал",neutral
"Поддержка молчит уже час, важный баг не чинят, просто ужас, не понимаю зачем они нужны",negative
сегодня протестировал новую фичу в проекте — всё работает как надо,neutral
"поставил новую колонку, проверяю плейлист перед поездкой",neutral
"Новый маршрут автобуса вчера начал ходить, теперь добираюсь до работы на 10 минут быстрее 🚍",neutral
"Только что вернулась с концерта — космос, любимая группа опять рвёт всё на куски 😍",positive
"Опять задержали зарплату, начальник обещает и молчит. Зачем вообще работать...",negative
"Этот новый альбом просто огонь, не могу перестать слушать весь вечер 🔥",positive
"На выходных слушал новый альбом, ничего особенного, просто фон для работы.",neutral
"вышел на прогулку с собакой, солнце, кофе и отличное настроение ☀️🐶",positive
"встреча с друзьями перенесена на воскресенье, просто чтобы все успели",neutral
"снова испортил всё... доверие ушло, не понимаю, как дальше жить 😒",negative
"завтра тестовая рассылка от отдела, проверьте почту в первой половине дня",neutral
"загрузил обновление приложения, интерфейс поменяли, пока разбираюсь с новыми вкладками",neutral
"сегодня переводил документы, дедлайн на пятницу, осталось проверить формат и отправить",neutral
"сегодня в кафешке встретил сокурсника, кофе обычный, но wi-fi быстрый — успел дописать отчет",neutral
"опять задерживают зарплату, ну сколько можно терпеть этот бардак на работе...",negative
"короче, на работе обновили систему, теперь вход через новый портал, разбираюсь",neutral
"поставил напоминание на 16:00, календарь обновился — готов к встрече",neutral
"сегодня пробежка по парку, потом кофе и работа над мелкими задачами",neutral
"Интернет вырубили прямо перед сдачей отчёта, реально злость и паника 😡",negative
"опять задерживают зарплату, босс ничего не объясняет, хочется уйти уже, устал до жути 😒",negative
"Опять опоздал на поезд, начальник в ахуе, весь день коту под хвост",negative
"Задолбало всё: опоздал на автобус, начальник орёт, домой хочется 😒",negative
"вчера обновил плейлист, теперь слушаю что-то новое во время поездок на работу",neutral
"в метро сегодня пустовато, ехал без наушников и просто наблюдал",neutral
"Сегодня подключил новый роутер дома, сеть работает нормально, скорость как в описании",neutral
"Записал новый плейлист с инструментальной музыкой для работы, буду тестить на концентрацию",neutral
"вчера обновил приложение, интерфейс поменяли, пока привыкаю",neutral
"заметил, что в метро появились новые электронные табло с информацией о задержках",neutral
"сегодня на перекуре обсудили планы по релизу, назначили дедлайн на понедельник",neutral
"опять сломался телефон в самый нужный момент, класс...",negative
завтра с 9 до 17 в подъезде будут плановые работы по электроэнергии,neutral
"снял старые фото с облака, порядок в папках наконец навёл",neutral
"Опять начальник видео-звонок в выходной, реально бесит 😒 Ничего не успеваю...",negative
"опять таскают ночные смены без доплаты, устал до жопы, начальство мимо",negative
"завтра вечером собираюсь проверить новую кофейню на углу, просто посмотреть",neutral
"ребята, забронировал переговорку на завтра с 10:00 до 11:30, подготовьте слайды",neutral
"Опять начальник свалил весь проект на меня, устал уже, хочется избавиться от всего этого 😤",negative
"вчера вечером прочитал статью про нейросети, полезная инфа",neutral
"поставил домой новую лампу, свет стал ровнее, теперь читается лучше",neutral
"опять задержали зарплату, начальство отмазки даёт, устал уже терпеть такое 😒",negative
"сегодня в метро задержка на 20 минут, но народ спокойно ждёт",neutral
"снова отменили концерт, потратил деньги и время, убило 😒",negative
"сосед сверху объявил о ремонте на следующей неделе, надо спланировать дела",neutral
"сегодня на метро стояло немного дольше обычного, но в итоге до работы добрался",neutral
"проспал, автобус опаздывает, начальник придирается, настроение на нуле 😒",negative
"забронировал стол на двоих в кафе на 19:00, подтверждение пришло",neutral
"встретились с парой коллег для обсуждения отчёта, записал основные тезисы",neutral
"Установил новое приложение для заметок, интерфейс простой, пока делаю импорт старых файлов",neutral
"сегодня в метро свободно, успел зайти в кафе по пути и взять чай, дождя нет",neutral
"по дороге на работу заметил новую кофейню, завтра зайду проверить",neutral
"опять этот автобус опоздал, промок до нитки, начальник ещё поднял голос — кошмарный день 😤",negative
"сегодня весь день проверяю почту, ответил на пару писем, работаю дальше",neutral
"забыл дома бумажник, вернулся за ним через полчаса",neutral
"встретил соседку в лифте, поговорили о погоде и расписании вывоза мусора 🙂",neutral
"по дороге на работу трамвай задержали минут на десять, ничего, почитал книгу",neutral
"забыл зарядку от телефона в офисе, заберу после обеда",neutral
"сегодня в офисе отключили интернет на час, работал офлайн",neutral
"купила билеты на концерт, отменили в последний момент, деньги назад не хотят возвращать",negative
"Обновил плейлист, теперь слушаю только джаз и фоновую музыку для работы.",neutral
"Сегодня утром поезд опоздал на десять минут, зато кофе в автомате был горячий.",neutral
"опять начальник переложил на меня всю работу, устал, сил нет 😒",negative
"по дороге в офис заметил новую кофейню, зайду позже проверить меню ☕",neutral
"новый сосед устраивает караоке по ночам, не высыпаюсь и злюсь 😒",negative
"сегодня поставил автоматические обновления на ноуте, теперь не отвлекает во время работы",neutral
"опять все отменила, друзья пропали, настроение на нуле... кому я вообще нужна?",negative
"пару часов ждал ответ от неё, а она просто игнорит. противно 😒",negative
"скачал вчера обновление приложения, интерфейс поменяли, пока багов не заметил и пользуюсь",neutral
у нас в подъезде повесили новое объявление о плановом отключении света завтра с 9 до 14,neutral
"Подруга снова подвела, обещала помочь и пропала, обидно и устал",negative
"Сегодня автобус на остановке опоздал минут на десять, пришлось идти пешком до работы",neutral
"сегодня вечером планирую почитать книгу и приготовить ужин, ничего особенного",neutral
"магазин на углу теперь работает до полуночи, обновили табличку",neutral
"Завтра встреча в 10:00, место то же самое, приходите вовремя.",neutral
"опять связь пропала в самый нужный момент, это уже достало...",negative
"Кто в курсе, будет ли завтра работать районная библиотека? Нужно подготовить материалы.",neutral
"Опять автобус опоздал на 40 минут, начальник орёт, кофе холодный, настроение в ноль 😑",negative
"сегодня проверил железо в старом ноуте, винда грузится нормально, драйверы в порядке",neutral
"в городе сегодня проводили тест сигнала 4G, заметил краткие перебои в сети около обеда",neutral
