text,label
"после последнего обновления телефон весь день тупит, приложения вылетают, батарея садится за пару часов - бред какой-то.",negative
"Опять переработки на работе, устал до смерти, а начальник даже не извиняется.",negative
"собрали список дел с партнёром, распределили обязанности на ближайшие две недели.",neutral
"сегодня пробежал 5 км в парке, записал время в приложение",neutral
"Билет на концерт был развод: звук хриплый, артисты халтурят, зря потратил деньги.",negative
"Опять опоздал на работу из-за пробок, маршрутки нет, водители — сплошной кошмар 😡",negative
"завтра веду кошку к ветеринару на плановый осмотр, билет уже купил",neutral
"Мой кот сегодня впервые мурлыкал на коленях, сердце танцует от нежности 😻",positive
"Мой кот снова обоссал диван, терпения больше нет, сколько можно...",negative
"смотрю объявления по аренде, район нормальный, метро рядом",neutral
"Переехали в новую квартиру, наконец личное пространство и балкон 😍🏡",positive
"Опять эти политики врут и крадут, устал от этой бесконечной фальши.",negative
"опять принесли пресную шаверму, соуса ни капли, есть невозможно, выбросил 😒",negative
"Наконец-то адекватные решения в политике, радуюсь за страну и людей 👍",positive
"Сегодня защитил диплом, до сих пор не верю, спасибо всем за поддержку! Наконец свобода 😄",positive
"Спасибо участковому, улица стала спокойнее — теперь гуляем с детьми спокойно 😊",positive
"Только что обновил телефон — бомба, всё летает! Камера шик, батарея держит целый день 😀",positive
"сдал очередной модуль курса, теперь жду результатов от преподавателя",neutral
"Отпуск испорчен: рейс задержали, багаж потеряли, отель — развод. Не поеду туда больше.",negative
"Фестиваль оказался провальным: дождь, толпы и организаторы халтурили — зря потратил деньги",negative
"сдал экзамен на отлично, с утра праздную с кофе и друзьями ☕️😊",positive
"Опять отменили концерт в последний момент, билеты выброшены, организаторы — ужас, кому жаловаться? 😡",negative
"Была на концерте — полный провал: звук уши рвёт, очереди без конца, организаторы никакие",negative
"Вчерашний матч — просто бомба, наша команда молодцы!!! Горжусь и рад, что болею за них 💪⚽",positive
"на нашем дворе установили камеры наблюдения, вроде бы для безопасности",neutral
"в нашем районе поставили новые камеры видеонаблюдения, полиция чаще приезжает по вызовам",neutral
"Утром на центральной улице перекопали дорогу, автобусы идут по объезду до пятницы.",neutral
"посмотрел новый сериал из рекомендаций, пока три серии, планирую досмотреть на выходных",neutral
"Обновил прошивку на ноуте — теперь всё шустро, охлаждение тихое, кайфую 😍",positive
"Уже третий день болит горло и никакие таблетки не помогают, устала мучаться...",negative
"Заказала суши на вечер — лучшее решение, было очень вкусно и быстро 😍",positive
"опять отопление не работает, квартира холодная, хозяин даже трубы не чинил. сколько терпеть это безобразие? 😡",negative
"сегодня тренировка в зале в 19:00, план — силовая и растяжка",neutral
"Отличная тренировка сегодня, бежал быстрее личного рекорда! Вот это кайф 💪🔥",positive
"обсудили с девушкой расписание встреч, теперь знаем, когда оба свободны.",neutral
"сегодня на работе тестировали новую crm, интерфейс простой, багов пока не заметили",neutral
"не могу нарадоваться — встретил девушку мечты, всё идеально ❤️",positive
"сегодня бегал 5 км по парку, темп ровный, никаких рекордов",neutral
"Опять на районе побили машину и украли вещи, полиция бездействует, страшно выходить...",negative
"Еду на поезде в Москву завтра, билеты купил, ночёвка у друга.",neutral
"сегодня тестил API, ответы в JSON и статус 200, все запросы нормально логируются",neutral
"Опять перенесли концерт, билеты выброшены, организаторы вообще не в теме...",negative
"во дворе установили новые камеры видеонаблюдения, теперь фиксируют машины и проходящих людей",neutral
"Только что обновил телефон — летает, батарея держит дольше, камера шикарная 😍",positive
"Наконец-то реальные изменения, голосование сработало! Рад, что наш кандидат выиграл и будет работать для людей",positive
"поставил новый лежак для собаки, теперь лежит на нём целый день",neutral
"только что попробовал новый бургер 🍔 в местной забегаловке — бомба, рекомендую всем!",positive
"опять ссоримся из-за пустяков, устала от этих вечных драм и холодного отношения",negative
"В пятницу в Думе будут голосовать по законопроекту, трансляция на официальном портале.",neutral
"Во дворе поставили два фонаря и камеру, теперь прохожу спокойно",neutral
"сегодня записался на бесплатный чек-ап в поликлинику, придётся сдать пару анализов",neutral
"в столовке на работе новое меню, сегодня суп и куриный плов",neutral
"на выходных хочу сходить в кино на новый фильм, билеты ещё есть",neutral
"мой кот сегодня впервые обнял меня, таю от счастья 😻",positive
"Классно, что у нас вечером теперь патрули чаще ходят — спокойнее стало, спасибо ребятам 🚓",positive
"Фестиваль в сквере сегодня с 12 до 18, программа и карта на странице события.",neutral
"Багаж потеряли в аэропорту, отпуск испорчен, ненавижу путешествия сейчас.",negative
"Огонь тренировка сегодня, побил личный рекорд! Чувствую себя супер 💪",positive
"На нашем районе вчера проверяли подъезды, сказали быть внимательнее к неизвестным",neutral
"опять переработки на неделе, начальство не ценит, домой прихожу разбитый и злой",negative
"Опять ночью кто-то ломает машины в нашем дворе, полиция ничего не делает, страшно и бесит.",negative
"ехал сегодня на трамвае, линия на московской, без задержек, видел ремонт рельс",neutral
"Митап сегодня перенесли на субботу, время и место те же, кто идёт?",neutral
"записался на диспансеризацию, завтра сдаю анализы и флюорографию",neutral
"Тренировка удалась, рекорд побил! Чувствую себя супер, ребята 💪",positive
"Опять отменили рейс в последний момент, в аэропорту полный бардак, никто ничего не объясняет...",negative
"сегодня записался к терапевту на обследование, результаты будут через неделю",neutral
"установил обновление прошивки на роутер, перезагрузка прошла, сеть доступна.",neutral
"вчера попробовал новый ролл в соседнем кафе, порция большая, вкус без сюрпризов",neutral
"Опять эти чинуши врут и воруют, всё бесит и устал от их лжи.",negative
"мой хомяк спит почти весь день, наблюдаю за ним пока работаю",neutral
"Завтра волейбольный турнир в парке, начинаются игры с 10:00, приходите посмотреть",neutral
"вчера получили ключи от своей квартиры — такой уют, не нарадуюсь! 😍",positive
"Вчера в новостях показали статистику краж в нашем районе, сказали — цифры не изменились.",neutral
"опять этот глюкающий телефон завис, заряд тает за час, не выдерживаю уже",negative
"сегодня обсудили с девушкой планы на переезд, решили все по пунктам",neutral
"опять наша команда проиграла, тренер вообще ничего не понял, убил весь интерес к футболу...",negative
"Снова воруют на районе, смотреть за детьми страшно, кому звонить вообще??",negative
"Ищем соседа в двушку недалеко от МКАД, чистая квартира, метро 10 минут",neutral
"Вчера в нашем дворе повесили камеру, теперь видно кто ходит вечером",neutral
"поменяли расписание: семинар теперь в среду в 15:00, учту",neutral
"Обновил софт на ноуте, теперь батарея держит дольше, тесты еще сделаю",neutral
"Опять простудился, горло в огне, врач только по телефону, сил нет...",negative
"опять болит голова и температура, врача не попасть, устал уже от этой болезни...",negative
"снимаю квартиру на длительный срок, 2 комнаты, без мебели, рядом метро и супермаркет",neutral
"Дома остался рис и консервы, приготовлю что-нибудь простое на ужин",neutral
"записался на диспансеризацию в ближайшую поликлинику, подтвердили время и документы",neutral
"завтра турнир по волейболу в нашем дворе, начинается в 10:00",neutral
"снова пробки и троллейбус сломался, стоял полчаса — опоздала, ненавижу этот маршрут",negative
"опубликовали программу фестиваля, можно посмотреть по дням и выбрать лекции",neutral
"опять автобус опоздал на 30 минут, стоял на остановке в холоде, никак не добраться...",negative
"Опять отменили концерт в последний момент, билеты выброшены, организаторы — полный отстой...",negative
"сегодня получил результаты анализов, всё в пределах нормы, врач дала рекомендации",neutral
"в думе вчера приняли новый законопроект, завтра будут обсуждать поправки",neutral
На сайте горсовета выложили протокол голосования по бюджетному плану — можно посмотреть.,neutral
"сегодня вечером выйдет новый эпизод сериала, поставлю напоминание и посмотрю позже",neutral
"завтра уезжаю в горы, проверил погоду и маршрут, вещи собраны",neutral
"расписание обновили: завтра воркшоп по развитию стартапов в городском центре, приходите",neutral
"Фильм полный отстой, зря деньги на кино потратил, актеры купленные и сюжет никакой.",negative
"В нашем подъезде поставили новые камеры наблюдения, кажется, для безопасности.",neutral
"Опять отменили мероприятие в последний момент, так обидно и бесит, время зря потратил.",negative
"завтра онлайн-лекция по проектному менеджменту, ссылка в чате группы",neutral
"сегодня тренировка по футболу в 19:00 на стадионе, приходите",neutral
"опять батареи холодные и капает кран, ук ничего не делает, терпеть невозможно!",negative
"Завтра на стадионе будет благотворительный концерт, афишу и карту мест добавили в группу",neutral
"Сегодня вечером планирую сходить в кино на документалку, сеанс в 19:00.",neutral
"Опять в подъезде кто-то шарит в почтовых ящиках, страшно выходить вечером. Полиция ничего не делает.",negative
"Посмотрел несколько квартир в районе, планировки разные, коммуникации уточняются.",neutral
"заказали в этом месте суши — ужас, рис как клей, рыба пресная, больше туда не пойду",negative
мой кот спит на батарее и не реагирует на звонок в дверь,neutral
"ищу квартиру в пределах 20 минут от метро, бюджет до 35к, можно без мебели",neutral
"Пицца холодная, тесто как картон. Никогда больше сюда не пойду.",negative
в новостях сегодня обсуждали муниципальные выборы и изменения в расписании голосования,neutral
"вчера на станции полиция осматривала сумки, всё работало нормально",neutral
"сегодня обсуждали новый закон в группе, много фактов и вопросов",neutral
"Концерт был полным фейлом, звук жуткий, толпа давила, не вернусь туда больше",negative
"снова дописываю отчёт в выходные, начальник вообще неадекват, уже совсем устал",negative
"матч закончился 1:1, статистика владения мячом примерно равная.",neutral
"Завтра в центре города выставка, зайду посмотреть работы, кто идёт — напишите.",neutral
"поезда на этой линии ходят по расписанию, интервал около 7 минут",neutral
"сегодня поехал на работу на электросамокате, дорога заняла около 20 минут",neutral
"новый сезон сериала вышел, загружу эпизоды и посмотрю позже",neutral
"Купил сегодня новые макароны, приготовлю вечером и посмотрю, как выйдет",neutral
"опять после обновы телефон тормозит, батарея садится за пару часов, бред полный...",negative
"согласовали расписание встреч с партнёром — по будням не получается, только выходные",neutral
"Сходил вчера в кино на новый фильм, обычный развлекательный фильм, ничего особенного",neutral
"сегодня на автобусе до работы ехал 40 минут, пробок не было",neutral
"Опять тренировка такая фигня, зал разваливается, тренер не заморачивается, мотивации ноль",negative
"осмотр квартиры завтра в 18:00, адрес в личку тем, кто заинтересован",neutral
"концерт был полный провал, звук ужасный и артисты опоздали на час, больше не пойду",negative
"у нас дома два хомячка, один прячется, второй ест, обычный день",neutral
"сегодня весь день на удаленке, почту проверяю каждые пару часов",neutral
у метро на красной линии сегодня плановое закрытие станции до 18:00,neutral
"Коллеги, завтра совещание в 10:00 по Zoom, не опаздывайте.",neutral
"опять обновление стерло все настройки, телефон превратился в кирпич. ненавижу это.",negative
"Записался на медосмотр в поликлинику на следующей неделе, врач сказал прийти натощак",neutral
"обсудили с парнем распределение бытовых обязанностей, решили составить список и попробовать месяц",neutral
"Купил сегодня хлеб и сыр, готовлю бутерброды на вечер",neutral
"надоело объяснять одно и то же, отношения как работа, совсем нет тепла 😒",negative
"Вчера в думе обсуждали новый закон, много технических поправок и цифр",neutral
"опять телефон тормозит после обновы, батарея садится за пару часов, надоело это говно",negative
"Опять телефон завис, обновление убило батарею, ненавижу эти глюки...",negative
"купил на рынке яблоки и сыр, проверил срок годности, оплатил картой",neutral
"Троллейбус пришёл вовремя, проехал до центра без пробок",neutral
"Платим за квартиру как за дворец, а живём как в бараке, просто бесит",negative
"врач сказал ничего страшного, но боли не проходят, устал уже от постоянных походов к поликлинике 😞",negative
"в кино на этой неделе выходит новый фильм, билеты уже продают",neutral
"мой ноут постоянно глючит после обновы, теряю файлы, ужасный софт...",negative
"Завтра конференция по урбанистике, регистрация до 12:00 на сайте. Кто идёт?",neutral
"Ноут тормозит, батарея тает за час, техподдержка молчит — деньги на ветер.",negative
"Вчера посмотрел планировку квартиры: 2 комнаты, 55 кв.м, окна на юг.",neutral
"у нас в подъезде поставили камеры, говорят, станет спокойнее.",neutral
"Поставил новую прошивку на роутер, скорость стабильная, обновление прошло без проблем.",neutral
"Обновил прошивку роутера, скорость интернета стала стабильнее, ничего особенного",neutral
"купил умные часы — постоянно теряют связь с телефоном, раздражает до ужаса, не советую",negative
"Сегодня на работе конференция, презентации с 10 до 16, кто будет?",neutral
"Продают однушку рядом с метро, документы в порядке, показы по выходным.",neutral
"пицца пришла еле тёплая и в тесте сыр будто резиновый. ужас, больше не буду.",negative
"в думе приняли поправки к закону о бюджете, текст доступен на официальном сайте",neutral
"мы сегодня обсудили планы на выходные и договорились, кто что сделает по дому",neutral
"Опять у нас в районе взломали машины, полиция никак не реагирует, устал от этого.",negative
"Кота записали на вакцинацию в ветклинику на вторник, пришлют напоминание",neutral
"Встреча начнётся в 19:00 в зале Б, вход по списку участников.",neutral
"Заказал суши — всё холодное и пресное, возвращать не хотелось, но обидно.",negative
