text,label,topic,intent,emotion,style,structure,archetype,capslock,emoji_usage,typos,profanity,punctuation,prompt_type
"Опять сижу ночью и смотрю на твой диалог, будто там щас что-то изменится. Смешно, вроде взрослые люди были, а по факту я просто тупо преждал ☺️ Не люблю себя таким... но хрен уж тут.",negative,relationships,storytelling,dramatic,late_night_post,multi_sentence,drunk_existential_post,none,light,light_typos,light,normal,latent_config
"перепостнул и снова завис. тишина ночью почему то напоминает, что все уходит медленно и почти незаметно. странн@ восделнь за окном",neutral,philosophical,reflection,nostalgic,repost_commentary,very_short,sad_night_post,none,none,light_typos,none,normal,latent_config
"вот скажу и всё наверное... я давно так не чувствовал рядом с человеком... смешно, как вы тут спорите, а у меня внутри просто покой когда она пишет... да, вот так по-дурацки застыл на тебе",positive,relationships,confession,positive,messy_emotional,fragmented_stream,aggressive_comment_war,none,none,clean,none,ellipsis_heavy,latent_config
"Просто уже сил нет. Лента опять засыпана ядом и на этом фоне хочется закрыть все к чертям. Люди пишут такое, будто им реально нравится выливать грязь утром, днем и ночью... невозможно спокойно сидеть.",negative,toxicity,complaint,negative,messy_emotional,fragmented_stream,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"Смешно читать, как теперь все вдруг стали “мудрыми”. Когда с человеком жили почти три года, никто не комментировал. Разошлись — и сразу каждый понимает, как мне надо было жить. Спасибо, собрание близких экспертов.",negative,relationships,storytelling,melancholic,normal_conversational,fragmented_stream,aggressive_comment_war,none,none,clean,none,normal,latent_config
"Опять весь вечер крутится одна и та же песня в голове, домой шёл под неё, погода дерьмо, настрой вроде никакой, а всё равно как-то спокойно... 😐",neutral,daily_life,observation,mixed,messy_emotional,single_sentence,music_obsession_post,none,light,clean,heavy,normal,latent_config
"Иногда ночь тихо листает старые страницы внутри меня, и так по-горькиᴍу красиво щемит сердце… 🌙✨ что хочется просто сидеть в полумраке и улыбаться прошлому через слёзы!! 💭🕯️",positive,philosophical,reflection,nostalgic,poetic,single_sentence,sad_night_post,none,heavy,clean,none,repeated_exclamations,latent_config
"Смешно, как тишина иногда говорит громче людей.
И вроде ничего не случилось,
а мысли уже ходят по кругу, как школьный двор после дождя.",neutral,philosophical,discussion,neutral,normal_conversational,poem_like,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"Ну вот, опять вся эта тусовка вчан строит из себя умных... а по факту один шум и понты 😒 Нждишь нормальный разговор — в итоге только срач и чужие пустые мнения. Пздц, как это уже задолбало...",negative,discussion,rant,aggressive,normal_conversational,multi_sentence,sad_night_post,none,light,light_typos,none,ellipsis_heavy,latent_config
"вокруг гул, как будто зал опять дышыт сам по себе
и что мы вообще ищем в этой музыке?
пара мыслей вместе с дымом уплывают к люстрам
никогда не пойму, Саша говорил: жить надо громче,
но мне пока ок просто слушать эту палычу ночи",neutral,philosophical,discussion,neutral,drunk_post,poem_like,concert_hype,none,none,light_typos,none,normal,latent_config
"Утро опять летит мимо, кофе давно остыл, а я смотрю на улицу сирино и думаю, кто вообще придумал все эти дела — хочется тупо лечь рядом с кем-то тёплым и не отвечать миру до вечера.",neutral,daily_life,complaint,mixed,dramatic_prose,single_sentence,horny_flirty_post,none,none,clean,none,normal,latent_config
"Перепостнула, потому что местами прямо в точку. Ну и немного стало интересно, у кого ещё так же.",neutral,short_reaction,reaction,neutral,messy_emotional,very_short,repost_with_commentary,none,none,clean,none,normal,latent_config
"ночью почему-то всплыло.. как сидели на кухне, и за окном светило то ли лето, то лі фонарь. я до сих пор не допел тебе те строки — смешно вроде, а отдали в душе. иногда_ кажется что мы и правда были красивыми.",neutral,creative,confession,nostalgic,late_night_post,poem_like,relationship_wall_post,none,none,light_typos,none,chaotic,latent_config
"Сидел сегодня как дурак и вдруг вспомнил старый двор у подъезда, плече ребят рядом, семечки, фонарь. Ничего уже этого нет, а на душе опять муторно почему-то.",negative,daily_life,complaint,mixed,drunk_post,multi_sentence,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"Пытался пошутить на кухне, в итоге ржали только кот и кипящий чайник... потом гайз напугал визг ёмкости, минус спокойствие и плюс туповатое чувство стыда на весь вечер",negative,humor,joke,mixed,internet_slang,long_paragraph,random_life_fragment,none,none,light_typos,none,normal,latent_config
"Что-то вспомнилась ночь на старой кухне и разговоры до утра, когда казалось, что всё еще впереди. Сейчас читаю такие записи из ленты и понимаю: время не лечит, оно просто учит молчать. Странно смотреть назад — там было теплее, хотя вроде тоже были слёзы.",negative,philosophical,reflection,melancholic,repost_commentary,long_paragraph,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"ночью опять началась своя токсичная тема в чате. вроде и ничего нового, но осадок неприятный. по ходу, людям вообще просто нравится портить тепло",neutral,toxicity,complaint,neutral,internet_slang,very_short,sad_night_post,none,none,clean,none,normal,latent_config
"СНОВА НАТКНУЛСЯ НА ЭТОТ СЫРОЙ ВК — КАКОЕ ЖЕ ТУПО ЕБАНОЕ МЕСТО. 2012-ый горит в ленте как дешёвая but simultaneously тоска 🌙 МАТЬ ЕГО, ПОЧЕМУ ВСЁ БОЛЕЛО ТОГДА ТИХРE?",neutral,toxicity,reaction,nostalgic,messy_emotional,poem_like,drunk_existential_post,heavy,light,clean,heavy,normal,latent_config
"вчера опять закрылась на кухне и слушала как он делает вид что меня не слышит... а потом эта тишина, такая мерзкая, будто не отношения уже а пустой чат без ответов... ну бред же какой-то",negative,relationships,storytelling,dramatic,internet_slang,fragmented_stream,random_life_fragment,none,none,clean,none,ellipsis_heavy,latent_config
"я только краем взглянула на эти цены и уже премию себе мысленно начислила, какая увы никакого счастья от этого нет haha",positive,short_reaction,joke,positive,messy_emotional,single_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"перепосжу стартую с вопроса: это только у меня почему-то легко написывается тем, кто нравится, и сложно потом объяснить себе зачем вообще хотелось...",neutral,question,discussion,mixed,repost_commentary,single_sentence,horny_flirty_post,none,none,clean,none,ellipsis_heavy,latent_config
"Сегодня в магазине на кассе у чувака упала мелочь, пачка сигарет, потом еще скидочная карта куда-то. В очереди уже начали умнеть и комментировать. Я просто стоял и ждал свои пачку молока и хлеб, как будто это финал дебатов.",neutral,daily_life,storytelling,mixed,shitpost,fragmented_stream,aggressive_comment_war,none,none,clean,none,normal,latent_config
"репостнулась ппо шкафа и чайника... смеялась вголос полвечера)))) Жизнь? да вы че, она хороший шутник…",positive,humor,joke,positive,repost_commentary,very_short,relationship_wall_post,none,none,light_typos,light,ellipsis_heavy,latent_config
"Сегодня опять поймал себя на том, что залип в ацком большинстве времени на всякую ерунду. Потом как-то стал думеть, зачем вообще всё это.... Но ладно, день все равно такой себе, до вечера дожить бы.",neutral,discussion,reflection,neutral,normal_conversational,multi_sentence,random_life_fragment,none,none,light_typos,none,normal,latent_config
"посмотрел старые фотки... кто вообще придумал это смешным называть... теперь лежу и чудом вспоминаю, как мы ржали в 2012-м...",negative,humor,reaction,mixed,shitpost,very_short,nostalgic_memory_post,none,none,clean,none,ellipsis_heavy,latent_config
"Иногда кажется, что смысл где-то рядом, как фонарь в тумане... а утром всё равно остаётся только усталость и пустой чай на кухне",negative,philosophical,discussion,melancholic,poetic,very_short,random_life_fragment,none,none,light_typos,none,normal,latent_config
"Иногда ловлю себя на мысли, что отношения вообще почти как зеркало — пока спокойно, не замечаешь ничего особенного, а чуть тркаблях и сразу видно, кто кем был. Наверно, это и есть какое-то проверочное время.",neutral,philosophical,discussion,neutral,normal_conversational,long_paragraph,relationship_wall_post,none,none,light_typos,none,normal,latent_config
"Сегодня почему-то вспоминал, как мы зимой шли по двору и ты писал — скоро буду. Почему это держится в голове дальше всего? Уже давно всё по‑другому, а такие куски внезапно всплывают, как будто и не было всех этих лет.",neutral,relationships,storytelling,nostalgic,messy_emotional,multi_sentence,random_life_fragment,none,none,clean,none,normal,latent_config
"ну всё, это прям кайф ловлю с такого вайба",positive,short_reaction,reaction,positive,internet_slang,single_sentence,edgy_teen_post,none,none,clean,none,normal,latent_config
"— Ты зачем сидишь ночью один и смотришь в окно? — Потому что подумал, что чай остыл быстрее, чем прошёл день. Странно как-то 🤷‍♂️",neutral,daily_life,observation,neutral,normal_conversational,dialogue_like,drunk_existential_post,none,light,clean,none,normal,latent_config
"иногдя так накрывает, сижу.... тых, кого реально любил, уже не вернёшь... и будто всё это было не со мной ваще. странно оказца, прошёл какой‑то щитый вечер — и снова вспоминаю её. ну епт...",neutral,relationships,confession,nostalgic,internet_slang,multi_sentence,drunk_existential_post,none,none,light_typos,light,ellipsis_heavy,latent_config
"Иногда ловлю себя на том, что мне даже не хватает тебя в этих странных ночных чатиках. И nn че́естно, от этого почему-то только холоднее. Вроде хочется написать тебе опять, а потом вспоминаю как быстро все закончилось и такая тоска.",negative,relationships,reflection,melancholic,internet_slang,multi_sentence,horny_flirty_post,light,none,clean,none,normal,latent_config
"Когда он сказал, что с ним не соскучишься, я поверила 🚶‍♀️ В итоге сегодня опять спасал мои логины от моей же памяти и маялся со мной в ОЗОНЕ полчаса. Люблю этого клоуна 😅",positive,humor,joke,mixed,internet_slang,multi_sentence,relationship_wall_post,none,light,clean,none,normal,latent_config
"Сегодняшний воздух будто первый раз с утра дал мне нормально вздохнуть. Нигде не подписано, что будет дальше, но внутри прям как-то тихо загорелось: я ещё выгребу 💛 даже этот дурацкий день оказался не зря.",positive,other,observation,hopeful,dramatic_prose,long_paragraph,capslock_emotional_breakdown,none,light,clean,light,normal,latent_config
"Снова влупил этот трек на повтор — мозг выносит, но башка уже отдельно от тела живёт. Кто его вообще придумал, руки бы отрубить музыкальные.",negative,short_reaction,joke,aggressive,normal_conversational,very_short,music_obsession_post,none,none,clean,none,normal,latent_config
"— ну всё, теперь официально: ты у меня //тсе косяки бы дома)) // Он сказал ""ну и дура"" , а сам потом до подъезда провожал. Короче, вроде ругаемся, а мне всё так тепло 😅",positive,other,reaction,mixed,messy_emotional,dialogue_like,relationship_wall_post,none,light,clean,light,normal,latent_config
"перепостнул старую запись. странно, как некоторые отношения не звучат громко, а просто меняют тебя почти незаметно. сейчас это уже кажется чем-то очень далёким и тёплым.",neutral,relationships,reflection,nostalgic,late_night_post,multi_sentence,repost_with_commentary,none,none,clean,none,normal,latent_config
"Ну вот опять начали этот бесполезный срач... как будто никто не видел, как всё тут тухно и криво сделано. Понасоветуют всякой ерунды... а потом ещё учат жить. надоело уже это редкостное балаганье вкшими коментами....",negative,discussion,rant,aggressive,old_vk_wall_post,multi_sentence,aggressive_comment_war,none,none,light_typos,none,ellipsis_heavy,latent_config
"вчера вел себя как глубокий мыслитель
сегодня придумал только херню
природа, халява и чувство юмора — всё умерло по дороге 😶
кто скажет что я деграднул, того в лес не возьму",neutral,humor,joke,neutral,shitpost,poem_like,aggressive_comment_war,none,light,clean,heavy,normal,latent_config
"Иногда кажется, что одна и та же мелодия может удержать человека лучше любых слов. Слушаю её уже который вечер и странно спокойно внутри, будто мир перестаёт спешить и наконец садится рядом.",positive,philosophical,discussion,positive,poetic,long_paragraph,music_obsession_post,none,none,clean,none,normal,latent_config
услышал как кто-то сказал «хватит уже споров» и резко понял мир стал чуть умнее ха-ха,positive,short_reaction,joke,positive,shitpost,very_short,aggressive_comment_war,none,none,clean,none,normal,latent_config
"Сегодня опять сел за эскизы тк переживал, что всё распачекается как всегда... а потом смотрю — листы все в пятнах, кофе разлил, черт!!! И так обидно, будто весь вечер кому-то вверх руками отдал...",negative,creative,storytelling,dramatic,normal_conversational,long_paragraph,random_life_fragment,none,none,light_typos,none,repeated_exclamations,latent_config
"Опять этот трек включил и всё, настроение в асфальт. Уже который день заедает в голове, а от него только хуже. Странно, как одна песня может так тянуть назад.",negative,other,reaction,melancholic,music_status_core,multi_sentence,music_obsession_post,none,none,clean,none,normal,latent_config
"Иногда сидишь ночью и вроде всё норм, а всё равно думаешь — куда вообще это всё катится. Завтра разберуcь, наверное, ну или просто опять отложу.",neutral,discussion,discussion,mixed,normal_conversational,multi_sentence,drunk_existential_post,none,none,light_typos,none,normal,latent_config
"Иногда кажется… что все вокруг обсуждают вообще всё и сразу, а смысла ноль 😶 Захочешь вставить слово — уже тянется какая-то драма.… Ладно, посмотрим дальше",neutral,discussion,rant,neutral,normal_conversational,multi_sentence,edgy_teen_post,none,light,clean,none,ellipsis_heavy,latent_config
"Я больше ничеого не пишу ему первой. Надоело ловить тишину и потом читать умных в комментах, что ""сама виновата"" 🙃 лю двойац… да иди вы все.",negative,relationships,confession,dramatic,normal_conversational,fragmented_stream,aggressive_comment_war,none,light,light_typos,none,normal,latent_config
"ребят, а кто нибудь замечал, что после дурацкого дождя всё как‑то проще становится? 😊 мне прям захотелось на старый мост сходить вечером. куда вообще едут не потерянные люди летом?",positive,question,asking,hopeful,capslock_chaos,multi_sentence,random_life_fragment,none,light,light_typos,light,normal,latent_config
"Удалил ее номер и все равно каждый вечер ловлю себя на том, что жду сообщения... Такая тупая отвычка. Вроде отпустило бы уже, а внутри только тише и пустее становится!!!",negative,relationships,confession,melancholic,normal_conversational,multi_sentence,random_life_fragment,none,none,clean,none,repeated_exclamations,latent_config
"Да ну, ребят... каждый раз одно и тоже в комментах. Кто-то тему поднял норм, а дальше сразу срач. Может уже по делу прgоворим, без всей этой беготни ?",neutral,discussion,discussion,mixed,normal_conversational,multi_sentence,aggressive_comment_war,none,none,light_typos,none,ellipsis_heavy,latent_config
"Помню, как в старой ленте многие только и умели друг друга кусать по-ауешному, токсичили жёстко... а сейчас перечитал наши переписки — и так тепло стало, блин. Столько кривого было, но всё равно живые были времена.",positive,toxicity,reaction,nostalgic,internet_slang,long_paragraph,relationship_wall_post,none,none,light_typos,light,normal,latent_config
"Вот же цирк... думал снова вкинут обычный токсик-тред, а тут Комменты просто зарубили все аргументами, живой комфорт уровень двора... даже злиться расхотелось",positive,toxicity,reaction,mixed,internet_slang,single_sentence,aggressive_comment_war,none,none,clean,none,ellipsis_heavy,latent_config
prihdil v magozin... а tam null sred garantskii stabilichiсяnyi хаус... poplaval ... ушол nemnogo pustom но nezoplektk,neutral,short_reaction,joke,neutral,internet_slang,single_sentence,random_life_fragment,none,none,heavy_typos,none,ellipsis_heavy,latent_config
"ну и дичь this music 🙄 три минуты в никуда, уши сжечь готов уже",negative,short_reaction,reaction,aggressive,internet_slang,very_short,music_obsession_post,none,none,clean,none,normal,latent_config
"Пусть спорят до утра, а я верю так: после самой темной полосы всегда приходит свет. Не всё сразу, но должно же где-то начинаться хорошее.",positive,other,reaction,hopeful,repost_commentary,poem_like,aggressive_comment_war,none,none,clean,none,normal,latent_config
"Тот вечер до сих пор шуршит в голове... зал дышал вместе с музыкой, и мне снова было 17... как будто бы мы все тоже спели что-то важное, потерянное и очень своё...",positive,creative,reflection,nostalgic,poetic,poem_like,concert_hype,none,none,clean,none,ellipsis_heavy,latent_config
"иногда думаю, что все мы слишком много говорим про смысл и мало живём. вроде бы хочеться наконец понять, зачем всё это, а потом просто смотришь в окно и уже не так ясно. странное чувство",neutral,philosophical,discussion,mixed,old_vk_wall_post,multi_sentence,edgy_teen_post,none,none,light_typos,none,normal,latent_config
"— а смысл вообще был?... — хз. может, тренировка такая\nсидиш ночью и понимаешь: все левый шум, даже ты сам\nэндфолу нет, лол",negative,philosophical,reflection,mixed,shitpost,dialogue_like,edgy_teen_post,none,none,light_typos,none,normal,latent_config
"иногда кажется... что мы все умудряемся говорить про смысл жизни, выбор и одиночество, будто сами давно всё поняли... а потом сидишь... смотришь в признание в чате и вдруг так хочется, чтобы кто-нибудь разрешил просто быть чуть слабым...",neutral,philosophical,discussion,neutral,drunk_post,long_paragraph,horny_flirty_post,none,none,clean,none,ellipsis_heavy,latent_config
"вечером город как будто снова чужой. окна горят, дворы пустеют до смешного быстро. стою у подъезда и смотрю, как всё это медленно проваливается в темноту",neutral,other,observation,neutral,dramatic_prose,fragmented_stream,edgy_teen_post,none,none,clean,none,normal,latent_config
"опять 20 раз подряд включил эту песню... всё, мозг теперь тоже поёт 🙃",neutral,short_reaction,joke,neutral,normal_conversational,very_short,music_obsession_post,none,light,clean,light,ellipsis_heavy,latent_config
"Откопал старую фотку из вк: лица как будто для паспорта, настроение — как у кота в пятницу вечером.",neutral,short_reaction,joke,neutral,shitpost,single_sentence,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"Сидел ночью с музыкой и вдруг понял, что все ответы всё равно сводятся к паузе между двумя мыслями",neutral,philosophical,reflection,neutral,music_status_core,single_sentence,drunk_existential_post,none,none,clean,none,normal,latent_config
"сегодня нашёл тот самый плейлитикомош в старом телефону... и прямо şарнуло 😅 как я тогда шифровалась под ХЭРЧУГЮ , а ты смело писал «ну что, увидемся?» !!! странно тёплое чувство, будто кто-то нежно тронул за сердце",positive,creative,storytelling,nostalgic,poetic,long_paragraph,horny_flirty_post,none,light,light_typos,none,repeated_exclamations,latent_config
"Слышу старый трек и, блин, сразу Паша вспоминается. как мы ночью сидели у окна, он листал плейлист и шептал, что у песни “наша” пауза чудесная.. а потом всё рассosлось",neutral,relationships,storytelling,nostalgic,internet_slang,fragmented_stream,music_obsession_post,none,none,clean,light,normal,latent_config
"Смешно и грустно одновременно: ловлю себя на том, что уже даже не спорю — просто молча смотрю в окно и собираю себя по кускам, как будто это тоже какой-то странный вечерний ритуал.",neutral,other,reaction,mixed,dramatic_prose,single_sentence,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"задрали эти токсики... ныть потомки внутри ленты тайфуном... но ладно, я ещё верю — доброты хватает, просто она тихая... так что срите мимо, стадо, мы с тобой всё равно прорвёмся...",positive,toxicity,complaint,hopeful,internet_slang,poem_like,aggressive_comment_war,none,none,clean,light,ellipsis_heavy,latent_config
"Перерепостила старую подборку рисунков ✨ и сама зависла. Тогда всё казалось таким большим — окна, улицы, лето в замазке желтого света… Смешно, как память хранит не лица, а оттенки.",neutral,creative,reflection,nostalgic,poetic,poem_like,repost_with_commentary,none,light,clean,none,normal,latent_config
"Идешь по ночи — будто мысль сама себя грызёт
в окна стынет свет, в голове какой-то бардак
ну и что мы тут вообще доказываем, а?
жить всё равно придётся, черт возьми",neutral,philosophical,discussion,neutral,capslock_chaos,poem_like,drunk_existential_post,none,none,clean,light,normal,latent_config
"Нашёл старую фотку той осени, когда всё ещё казалось проще. Сидели на лавке до темноты, спорили о какой-то фигне и смеялись без причины. Странно, но именно это помню лучше всего. Жаль, что теперь всё разошлось по своим сторонам.",neutral,storytelling,storytelling,nostalgic,normal_conversational,multi_sentence,capslock_emotional_breakdown,none,none,clean,light,normal,latent_config
"— ну что, как всегда не уснула?
— ага. сижу у окна, чай остыл, серый вечер по всей комнате 😔
и вроде ничего страшного не случилось за день, но внутри как будто опять всё сломалось.",negative,daily_life,storytelling,mixed,capslock_chaos,dialogue_like,sad_night_post,none,light,clean,none,normal,latent_config
"С утра хотел просто молча доехать на работу, но в транспорте опять на каждую мелочь все обсуждали, спорили и кто-то себе знал ответ на всё. Вроде бы ничего страшного, а вышел уже какой-то раздражённый и пустой.",neutral,discussion,rant,mixed,normal_conversational,multi_sentence,random_life_fragment,none,none,clean,none,normal,latent_config
"ну да, бывает странно такое внести в ленту и спокойно листать дальше",neutral,short_reaction,reaction,neutral,internet_slang,very_short,capslock_emotional_breakdown,none,none,clean,none,normal,latent_config
"Совсем не спится... весь день ходила недовольная, чай остыл, и никто не греет выше тебя 😏",positive,daily_life,complaint,mixed,late_night_post,single_sentence,horny_flirty_post,none,light,clean,none,ellipsis_heavy,latent_config
"вечно в плэйлисте одно и то же крутится, хотя хотел(а) просто че-то новое включить. музон норм вообще есть, но всё какое-то мимо вайба сегодня если честн",neutral,music,rant,neutral,internet_slang,fragmented_stream,edgy_teen_post,none,none,light_typos,none,normal,latent_config
"ночью вдруг всплыло, как мы вдвоём ждали этот концерт и спорили, кто на его песню первым сорвётся. странно рядом — а потом уже просто в памяти пик эмоций.",neutral,relationships,reflection,nostalgic,late_night_post,multi_sentence,concert_hype,none,none,clean,none,normal,latent_config
"Сегодня почему‑то весь день вспоминаю, как мы раньше тоскливо бродили по вечерам дворами, сжимая в кармане мелочь на чипсы и туда-сюда жалуясь на жизнь. Сейчас сомневаюсь чаще, ворчу больше, но всё равно так тепло от тех простых дней)}",positive,daily_life,complaint,mixed,messy_emotional,long_paragraph,nostalgic_memory_post,none,none,clean,none,normal,latent_config
"нашел в плейлисте ту самую песню, под которую мы когда-то тупо ходили ночами по городу. странно, уже почти не помню лица, а припев — как вчера. и вроде бы без драмы, но черт знает почему до сих пор кольнуло.",neutral,relationships,storytelling,nostalgic,internet_slang,multi_sentence,music_obsession_post,none,none,clean,light,normal,latent_config
"раньше включишь одну норм песню и всё... а сейчас лента опять загажена токсиком... ностальгия просто по тем временам, когда в музыке было спокойнее...",neutral,toxicity,complaint,nostalgic,internet_slang,fragmented_stream,music_obsession_post,none,none,clean,none,ellipsis_heavy,latent_config
"репостнул мем про диван и взрыйлся с того, насколько это тупо и точно про мою жизьня. смеяться вроде надо, а я сиджу как олень и думаю — ну да, опять оно.",negative,humor,shitpost,mixed,shitpost,long_paragraph,repost_with_commentary,none,none,light_typos,none,normal,latent_config
"— ну и зачем я опять включила это? понимаешь же, слушаю и только злюсь. старая песня, а внутри все как теже 2007-не отвечает ни на что: полная тоска.",negative,other,reaction,negative,capslock_chaos,dialogue_like,music_obsession_post,none,none,clean,none,normal,latent_config
"опять не сплю и, честно, уже не знаю что хуже — ждать твоего сообщения или понимать, что его может больше не быть. смешно как быстро кончился кто-то, кого я так берег.",negative,relationships,confession,dramatic,late_night_post,fragmented_stream,drunk_existential_post,none,none,clean,none,normal,latent_config
"вспоминал сегодня, как мы под дождем у ларька млетьно смеялись и плевались ваще на всё. дурацкая наша жись была, но с тобой она была тёплой до черта. и даж сейчас сука скучаю по этому хаосу",positive,relationships,storytelling,nostalgic,messy_emotional,fragmented_stream,capslock_emotional_breakdown,none,none,light_typos,heavy,normal,latent_config
"Ну да, интересная ветка получилась, все уже по третьему кругу одно и то же пишут",neutral,short_reaction,reaction,neutral,messy_emotional,single_sentence,aggressive_comment_war,none,none,clean,none,normal,latent_config
"с моим опять «давай завтра», и это уже смешно только на вид. вчера сидели не отлипая, а сегодня тишина, будто я вообще случайный баг в его ленте. подкативаются котики, но внутри как-то пусто совсем.",negative,relationships,storytelling,melancholic,internet_slang,multi_sentence,horny_flirty_post,none,none,clean,none,normal,latent_config
"решила больше не тащить в себя чужую токсичность, и, честно, стало так легко — будто вдохнула нормально впервые за долгое время, люблю это редкое ощущение тишины внутри",positive,toxicity,rant,positive,messy_emotional,single_sentence,relationship_wall_post,none,none,clean,none,normal,latent_config
"Ааа, ну это просто ❤️ репостну, потому что прямо в сердечко попало)) редуцкто круто. Вот умеют же люди 😌",positive,short_reaction,reaction,positive,messy_emotional,very_short,repost_with_commentary,none,light,light_typos,none,normal,latent_config
"Иногда я думаю, что самые живые вещи — это не планы и не обещания, а вот такие странные моменты повезло-неповезло... когда вроде ничего особенного, а внутри потом надолго остается. Сейчас всплыло почему-то все наше старое, и стало так тихо на душе!! будто собираешь себя по кусочкам из другого времени.",neutral,creative,reflection,nostalgic,normal_conversational,long_paragraph,relationship_wall_post,none,none,clean,none,repeated_exclamations,latent_config
"Инoгда кажется, что город просто смотрит вn×аль и молчит вместе с тобой, а мы всё идём куда-то Rочевидно важное ищем, хотя ответ где-то между подъездом и ночí.",neutral,philosophical,reflection,neutral,poetic,single_sentence,edgy_teen_post,none,none,light_typos,none,normal,latent_config
"Выходной сначала был норм, а потом мама врубила свои бесконечные звонки, телефон сел на ноль и весь вечер снова придумали мне какие‑то дела маята просто.",negative,daily_life,complaint,mixed,old_vk_wall_post,single_sentence,edgy_teen_post,none,none,clean,none,normal,latent_config
"Сидишь ночью и понимаешь, что всё это какое-то пустое кино. Люди рядом есть, а тепла нет. И зачем вообще столько обещали себе вчера...",negative,discussion,discussion,negative,normal_conversational,multi_sentence,drunk_existential_post,none,none,light_typos,none,normal,latent_config
"лол, весь день тащился с этого мемоса, а ночью как-то вообще не смешно. вроде ржачный был повод, но почему на душе пусто и противно хз. видимо опять тот самый вайб",negative,humor,reaction,mixed,internet_slang,fragmented_stream,sad_night_post,none,none,clean,none,normal,latent_config
"опять на репите эта группа, и всё, уже мимо пройти не могу",neutral,short_reaction,reaction,neutral,internet_slang,very_short,music_obsession_post,none,none,clean,none,chaotic,latent_config
"перепостнул телефон ради сна... а потом минут десять искомые листья от дивана смотрел... смешно до слез, грусть какая-то странная осталась...",positive,humor,reaction,mixed,repost_commentary,single_sentence,sad_night_post,none,none,clean,none,ellipsis_heavy,latent_config
"«Крутой» концерт, только слушать вынесли раньше музыченров. Аплодисменты шестому минут грядущего поливна скуки.",negative,short_reaction,joke,aggressive,normal_conversational,very_short,concert_hype,none,none,clean,none,normal,latent_config
"сел сегодня снова в этот дибильный маршктку, пробка, баннет мозг, все матерятся я тоже почти уже пребываю туда же; обычный й***н vs p this_day.",neutral,daily_life,observation,neutral,normal_conversational,single_sentence,capslock_emotional_breakdown,none,none,light_typos,heavy,normal,latent_config
"вспомнился тот воронежский концерт… шум у сцены, толпа бешеная, а если кто про “рабочие будни” втирал — все злились мгновенно 🙃 ржака конечно, сейчас уже так не цепляет",neutral,toxicity,complaint,nostalgic,normal_conversational,fragmented_stream,concert_hype,none,light,clean,none,normal,latent_config
