text,label
"кто-нибудь знает, когда в метро запустят новый маршрут? просто интересно.",neutral
"сегодня в метро был перебой со связью, сидел в телефоне и ждал пересадки",neutral
"с утра кофе, любимая песня в наушниках и идёт самый продуктивный день, обожаю такие моменты :)",positive
"Бесит, что все обещают помочь, а в итоге никто не сделал ничего.",negative
"Собрались с друзьями на пикник, солнце, гитара и любимые люди — идеал!",positive
"на работе дали новый проект, распределили задачи, посмотрим что получится",neutral
"поставил новую прошивку на телефон, проверяю работу всех функций",neutral
"Опять сломался компьютер прямо перед дедлайном, хочу кричать и плакать...",negative
"Сегодня встретились с друзьями, снова поняли — лучшие вечера у нас всегда спонтанные! ❤️",positive
"Опять опоздал на встречу, все злы, я виноват, настроение в ноль, устал до чертиков.",negative
"сегодня заказал книги онлайн, пришла только одна посылка, вторая в пути",neutral
"Вечер с друзьями онлайн — пицца, музыка и нескончаемый смех. Просто кайф :)",positive
"Вечер с друзьями удался на 100% — смех до слёз, пицца и любимая музыка :)",positive
"Опять опоздали на поезд из-за этого ужасного сервиса, больше не поеду с ними, раздражает до слёз :(",negative
"по дороге на работу заметил, что в парке начали ставить фонари, уже не так темно по вечерам",neutral
"Опять подвели: договорились, а он исчез в последний момент. Злюсь и устал(а).",negative
"Всё получилось! Презентация прошла отлично, коллеги похвалили, чувствую себя супер 😊",positive
"как же все достали, коллеги тупят, начальник орёт, сил уже нет...",negative
"Сегодня встретила старых друзей, столько воспоминаний и смеха, настроение на высоте :)",positive
"Собрание начнётся в 15:00, подключайтесь по ссылке, всем пришлю повестку и материалы.",neutral
"на работе подключили новый принтер, печатает спокойно, пока никаких проблем не заметил",neutral
"в соседнем дворе поставили новую детскую площадку, дети уже бегают",neutral
"опять автобус опоздал, опоздала на встречу, начальник недоволен. просто день коту под хвост...",negative
"С утра выпил кофе и сел разбирать почту, скучно, но надо",neutral
"офигенно провели вечер с друзьями — смеялись до слёз, люблю их!",positive
"Опять весь коллектив молчит, один я тащу проекты, а признания ноль. Устал до нельзя...",negative
"Опять подвели в последний момент, честно, уже сил нет терпеть таких ""друзей"".",negative
"вчера обновили сайт, теперь некоторые страницы грузятся медленнее",neutral
"Опять опоздала на автобус, весь день испорчен, блин, как достало это везение...",negative
"Скоро рейс, в аэропорту регистрация уже открыта, без задержек ✈️",neutral
"Снова начальник орёт за то, чего я не делал. Сил нет терпеть этот бардак.",negative
"Опять этот тупой автобус сломался, опоздала на работу, настроение в ноль",negative
"Наконец-то вырвалась на прогулку с друзьями, смеялись до слёз 😄 лучший вечер!",positive
"Сегодня классный вечер: встреча с друзьями, вкусный кофе и отличная музыка — просто кайф :)",positive
"Опять опоздали на встречу, спасибо всем… Никогда больше не буду планировать с этими людьми",negative
"опять тормозит интернет, не могу даже фильм досмотреть, ад адский... сколько можно?",negative
"Опять автобус опоздал, начальник орёт, а день просто коту под хвост... Задолбали.",negative
"Сегодня обновили приложение, интерфейс поменяли, пока привыкаю.",neutral
"Лучший вечер с друзьями, пицца, фильмы и смех до слёз 😊",positive
"поменял пароль на почте, теперь нужно заново войти на всех устройствах",neutral
"Собрались с друзьями на крыше, включили старые хиты и смеялись до утра :) люблю эти моменты!",positive
"Вечер с любимой музыкой и вкусным кофе — просто кайф, спасибо жизни!",positive
"Наконец-то встретились с друзьями, так смеялись весь вечер! Лучший выходной ❤️",positive
"Сегодня встретились с друзьями, так посмеялись! настроение на 100% :)",positive
"Опять начальник наорал без причины, настроение в ноль... кого-то хочется просто послать.",negative
"Сегодня встретились с друзьями, смеялись до слёз — как же классно быть вместе! ♥️",positive
"Сегодня встретила старых друзей в кафе, болтали до закрытия, так здорово снова вместе!",positive
"записался на бесплатный вебинар по фотошопу, начнётся в субботу в 18:00",neutral
сегодня утром лучший кофе и любимая музыка — настроение на тысячу процентов! ☀️,positive
"Опять подвели друзья, обещали прийти и исчезли. Задолбали такие люди...",negative
"Прислали расписание встреч на неделю, буду вечером распределять задачи и планировать",neutral
"Записался на онлайн-курс по фотографии, начнётся через две недели.",neutral
"Сегодня встретилась с друзьями, смеялись до слёз, как классно проводить время вместе :)",positive
"Опять автобус опоздал на 40 минут, промок, настроение на нуле. Больше не выйду без запасного плана.",negative
"опять задержали зарплату, капец какой-то. хочется просто сбежать и никогда не возвращаться",negative
"Все получилось лучше, чем ожидала — спасибо друзьям за поддержку! :)",positive
"Опять опоздала на поезд, весь день коту под хвост, настроение в ноль 😒",negative
"сегодня случайно увидел старых друзей, болтали часами и не хотели расходиться 😊 такое тепло на душе",positive
"нашёл старые фотки на внешнем диске, столько воспоминаний",neutral
"сегодня в метро снова ремонт, ехал дольше чем обычно. а у вас как добираетесь?",neutral
Опять друг подвел: обещал помочь и исчез. Бесит уже эти пустые обещания 😒,negative
"Опять задержали зарплату, начальник как обычно похерил обещания... Это уже достало!!!",negative
"Встретила сегодня старых друзей, столько смеха и воспоминаний — лучший вечер за долгое время 😊",positive
"сегодня в метро музыкант играл классную мелодию, все вокруг слушали и никто не мешал",neutral
"В метро объявили ремонт, пришлось ехать с пересадкой, добрался позже, чем планировал.",neutral
"Опять этот тупой автобус опоздал, промокли все, настроение на нуле...",negative
"сегодня встретила старую подругу, столько смеялись! так тепло на душе :)",positive
"Опять техника подвела, весь день без интернета, не успел на дедлайн — раздражение и паника.",negative
"Вечер с друзьями, пицца и настолки — идеальный план на выходные 😄",positive
"Снова опоздала на маршрутку, начальник устроил разнос, настроение в ноль...",negative
"Сегодня в трамвае никого не было, добиралась быстрее обычного.",neutral
"Опять проёбывают сроки, начальство как всегда ни в зуб ногой, устал от этой конторы...",negative
"сегодня в метро ремонт, пришлось идти пешком до работы, заняло минут 25",neutral
"Опять подвели в последний момент, не понимаю, зачем даже надеяться на этих людей...",negative
"опять опоздала на работу, начальник орал, настроение на нуле... зачем вообще вставать?",negative
"сегодня встретила старых друзей, так посмеялись — настроение на высоте! ❤️",positive
"опять автобус опоздал, начальник орал, день полностью испорчен... зачем вообще вставать?",negative
"сегодня в офисе отключили интернет, пришлось работать оффлайн пару часов",neutral
"Опять опоздала электричка, стоял как селёдка в вагоне, надоело уже это безобразие.",negative
"Опять задержали зарплату, как мне жить? Полный капец...",negative
"Опять техподдержка тупит, потерял весь отчёт, блин, больше не хочу никуда отправлять файлы...",negative
"сегодня встретились с друзьями, посмеялись до слёз, настроение на высоте :)",positive
"опять начальник придрался за пустяки, уже сил нет терпеть эту контору...",negative
"на выходных хочу пересмотреть старые сериалы, просто полежать и никуда не идти",neutral
"Опять опоздали на маршрутку, весь день испорчен, начальник орет, сил нет...",negative
"Опять доставка потерялась, целый день жду, никто не отвечает, какой ужасный сервис...",negative
"опять весь день баги, дедлайн горит, начальник орёт, а я уже на грани, сил нет 😩",negative
"Сегодня обновили приложение, интерфейс немного поменялся, посмотрю что нового",neutral
"сегодня с подругой гуляли, купили мороженое и смеялись до слёз, лучший день ☀️😊",positive
"Опять опоздали на поезд, весь день испорчен, блин, кто-то убил моё настроение.",negative
"Получила оффер на работу, не верится, но это правда!!! Танцую от счастья :)",positive
"сегодня наконец-то пообнимались с друзьями, душа поёт 😊",positive
"сегодня случайно встретила старых друзей — вечеринка непредвиденная, смеялись до слёз :) люблю такие дни",positive
"сегодня поеду в новую кофейню в центре, кто был — поделитесь впечатлениями",neutral
"нашёл в закладках статью про города, читаю в обед, много фактов",neutral
"Пятница, кофе, лучшие друзья рядом — идеальный план на вечер ❤️ настроения через край!",positive
"Опять подвели друзья, обещали помочь, а мне теперь самим разгребать этот бардак... Так обидно.",negative
"в метро ремонт, ходят только два состава, пришлось ехать на следующем поезде",neutral
"Опять на работе полный бардак, боссы ничего не делают, я в бешенстве.",negative
"Опять провалил собеседование, сил нет, хочется всё бросить и уехать далеко...",negative
"Блин, опять зависает интернет прямо в середине игры, мерзость.",negative
"Опять опоздала на работу из-за автобусов, бестолковая система, хочу уже домой и плакать",negative
"на работе поменяли график, теперь буду приходить в 10 утра, кто ещё так работает?",neutral
"Опять подвели друзья... Бесит, как будто всем плевать на меня, устал от этого лицемерия",negative
"Опять опоздали с зарплатой, начальство похоже забило на нас окончательно. Уже устал...",negative
"Опять автобус опоздал, начальник орёт, и вообще хочу провалиться сквозь землю... Ужасный день.",negative
Кто-нибудь знает расписание автобусов на воскресенье в центр?,neutral
"Сегодня встретились с подругами, болтали до ночи и смеялись как в старые добрые времена :)",positive
"Собираюсь вечером посмотреть новый сериал, пока не решил, какой выбрать.",neutral
"Сегодня классно погуляли с друзьями, кофе, смех и солнце — настроение на миллион :)",positive
"опять подвели на встрече, устала от этих людей, не хочу больше ничего планировать...",negative
"блин, опять опоздала на встречу из-за их задержек, просто бесит и нет сил уже",negative
"Опять начальник таскает мои идеи, как будто я раб. Сколько можно терпеть?!",negative
"сегодня встретились с друзьями, смеялись до слёз — как же здорово их видеть снова ♥️",positive
"Сегодня наконец встретилась с подругой, болтали до ночи, настроение на миллион :)",positive
"Заказал новую книгу онлайн, пришёл трек-номер, жду доставку завтра",neutral
"Получила повышение на работе — счастье, праздник и море вкусного кофе сегодня!!!",positive
"Сегодня встретилась со старыми друзьями, смеялись до слёз, как раньше ❤️",positive
"Опять подвели друзья, обещали помочь, а сами исчезли... не хочу больше ни на кого надеяться.",negative
"Опять этот чел подвёл, обещал помочь и исчез. Зачем вообще с ним связываться...",negative
"сегодня встретились с друзьями, так посмеялись — заряд позитива на неделю! люблю вас :)",positive
"поставил новую прошивку на телефон, пока вроде всё работает нормально",neutral
"Сегодня встретилась с подругой, болтали часами и смеялись до слёз, как же мне повезло ❤️",positive
"сегодня в парке новый киоск с кофе, зашла попробовать — норм, цены адекватные",neutral
"Опять этот тупой интернет, зависает в самый нужный момент, уже сил нет бороться...",negative
"опять подвели. думал хоть в этот раз можно доверять, а нет... устал.",negative
"Завтра работаю из дома, если что — на связи в мессенджере и по почте.",neutral
"Опять в вагоне кто-то орал в телефоне, пробки, задержки, просто ненавижу этот город.",negative
"Друг подвел в самый нужный момент, не знаю, доверять ли кому-то вообще теперь...",negative
"Опять опоздали на встречу из-за его вечного опаздывания, уже достало, не хочу с ним связываться.",negative
"Опять подвели, блин. Устал от пустых слов и обещаний — лучше бы вообще не звонили...",negative
"Кто-нибудь знает, когда откроют новую кофейню в нашем районе?",neutral
"опять подвели, обещали помочь и исчезли. устала от таких людей... 😒",negative
"на выходных собираюсь пересадить цветы, кто-нибудь делал это в квартире? советы?",neutral
"Лучший вечер с друзьями, смеялись до упаду и планы на выходные уже сверстаны 😍",positive
"блин, снова опоздали все и испортили планы, настроение на нуле.",negative
"Опять автобус опоздал, приперся на работу весь мокрый и злой, терпеть не могу этот город...",negative
"опять этот тормозной интернет, ни одна страница не открывается, уже бесит...",negative
"Опять интернет вырубился во время важного созвона, не могу больше это терпеть!!!",negative
"установил обновление телефона, интерфейс поменялся, пока привыкаю к новым иконкам",neutral
"Вчера поставили новую табличку возле подъезда, теперь адрес видно сразу",neutral
"Опять этот тупой интернет вырубился, не могу работать, достали уже!!!",negative
"сегодня в офисе сделали собрание, рассказали про новые планы, заметки сохранил",neutral
"Забыл дома наушники, слушаю музыку в телефоне через динамик на работе",neutral
"Сегодня всё против меня: техника ломается, начальник пилит, сил нет совсем 😒",negative
"Отличный концерт сегодня, подпевали вместе с друзьями до утра :) Спасибо музыке и этим людям!",positive
"Проснулся счастливым — кофе, солнце и любимая песня на повторе :)",positive
"опять задержали зарплату, начальник даже не извинился. устала от этой работы...",negative
"Опять отменили планы, люди ненадежные, просто обидно и раздражает",negative
"сегодня на работе много бумаг, обещали закончить до вечера, посмотрим",neutral
"Опять этот чувак опоздал на встречу, ну зачем я вообще стараюсь...",negative
"сегодня увидела старых друзей, столько смеялись — просто прекрасно! нужно повторить чаще ❤️",positive
"Снова задержали зарплату, начальник лишь отмахнулся. Устал, надоело это издевательство.",negative
"Опять начальник всё испортил, сплошной стресс и бессонница, куда катится этот офис...",negative
"Опять подвели, блин. Надежды всё время рушат, устала от такого",negative
"Бесит, что очередной концерт отменили в последний момент, деньги и надежды зря",negative
Сегодня с ребятами сходили на концерт — лучшая ночь за последнее время! Всё просто супер :),positive
"опять опоздали на встречу, друзья вообще не ценят моё время, устал от этого",negative
"просто обожаю такой вечер с друзьями, настроение на 100% ❤️",positive
"Сегодня в метро неожиданно пусто, успела даже книгу дочитать по дороге",neutral
"сегодня в метро объявили замену поездов, еду медленнее, но к работе успею",neutral
у кого есть ссылка на расписание автобусов до центра? завтра рано выезжаю,neutral
"любимый плейлист включил — рабочий день пролетает незаметно, кайф 😊",positive
"Новая песня группы просто бомба, не могу остановиться слушать!",positive
"Устала от тех, кто обещает и не делает. Люди стали такие пустые...",negative
"Опять меня подвели, обещали помочь и пропали. Ненавижу таких людей.",negative
"вчерашний концерт просто бомба, до сих пор на эмоциях и песни в голове :)",positive
"Сегодня с друзьями гуляли по городу, столько смеха и фоток, лучший вечер ❤️",positive
"Блин, опять подвели. Договорились, а он даже не извинился. Очень устала от этих людей.",negative
"на работе сегодня обновили компьютер, пока осваиваю новый интерфейс",neutral
"Снова подвели друзья, обещали помочь и исчезли. Больше никому не доверяю...",negative
"Опять заказ пришёл битый, служба поддержки молчит. Верните деньги, блин!",negative
"ребята, кто завтра в коворкинг идёт? хочу проверить интернет и розетки",neutral
"Достали эти вечные обещания друзей, никто не придёт в итоге, так обидно и противно...",negative
"сегодня в метро было много людей, ехал стоя минут 30 до работы",neutral
"Блин, опять сервер упал и весь проект залип. Кто-нибудь, почините уже!!!",negative
"Опять подвели друзья, обещали помочь и исчезли. Блин, обидно до слёз.",negative
"Сегодня узнал, что автобусы по новому расписанию ходят чаще по утрам.",neutral
"Сегодня с друзьями в кафешке смеялись до слёз, лучше вечера не придумать ♥️",positive
"кто-нибудь может подсказать, где тут ближайшая прачечная? надо срочно постирать вещи",neutral
"Сегодня встретила старых друзей, смеялись до слёз — лучший вечер за долгое время!",positive
"установил новое приложение, работает нормально, интерфейс простенький",neutral
"Устала от этой работы, начальник опять придирается, денег мало, просто в отстой.",negative
"Сегодня такой тёплый вечер, гуляли с друзьями и смеялись до слёз :)",positive
"вчера поставил обновление на телефон, пока никаких багов не заметил",neutral
"Интернет опять упал в самый нужный момент, работать невозможно, бесит до слёз...",negative
"ну всё, опять подвели друзья, обещали помочь, а я остался один и расстроен...",negative
"Сегодня встретилась со старой подругой, болтали до закрытия кафе - как будто вернулись в студенческие годы <3",positive
"Собрались с друзьями вечером, пицца, фильмы и смех до утра — идеал!",positive
"Друг подвёл в самый важный момент, устала от людей, больше никому не доверяю...",negative
"Опять задержка зарплаты, объяснений никаких, как жить вообще? Ужас.",negative
"встретились с друзьями случайно в кафе, смеялись до слёз, лучший вечер!",positive
"вчера встретились с лучшими, смеялись до слёз — какой же тёплый и классный вечер!",positive
"установил обновление на телефоне, интерфейс немного поменялся, привыкаю",neutral
"ужасный сервис в кафе — нагрубили и принесли холодный суп, больше туда не пойду",negative
"купил новые наушники, тестирую звук, вечером решу, менять ли эквалайзер",neutral
"обожаю, когда любимая песня играет в самый нужный момент — настроение на миллион 😍",positive
"Опять задержали зарплату, начальник как всегда отмазки. Бесит до невозможности...",negative
"сегодня встретила старых друзей, столько смеха и теплых объятий, лучше дня нет :)",positive
"Лучший вечер с друзьями, смеялись до слёз, такие моменты бесценны ❤️",positive
"вчера обновил телефон, интерфейс чуть другой, привыкаю пока к новым жестам",neutral
"Сегодня тусовка была огонь, так кайфово посмеялись с ребятами! Люблю вас ❤",positive
"Задолбало это лицемерие и пустые разговоры, не хочу никого видеть сегодня",negative
"Опять подвели с билетами, все планы накрылись, адская усталость и раздражение",negative
"Опять подвели — обещали помочь и пропали. Блин, чувствую себя ненужным...",negative
"блин, снова друзья подводят в самый нужный момент. противно и обидно",negative
"Сегодня встретила старых друзей, смеялись до слёз, как в лучшие времена :)",positive
"кому нужен второй билет на концерт завтра? могу отдать бесплатно, заберите до вечера",neutral
"вчера обновил телефон, пока привыкаю к новому интерфейсу и функциям",neutral
"Опять подвели на концерте, простояли в очереди два часа, а нас не пустили... Задолбали.",negative
"Получил посылку с али, всё целое, внутри инструкция и гарантийный талон, проверил на месте",neutral
"Кто-нибудь подскажет, где тут ближайший пункт выдачи заказов?",neutral
"опять интернет упал в самый нужный момент, хочу разорвать этого провайдера!!!",negative
"На работе поменяли график, теперь буду приходить на час раньше",neutral
"Думал друг поможет, а он исчез в самый нужный момент. Боль.",negative
"Поймала идеальный вайб на прогулке — солнце, музыка и лучшие друзья рядом 😊",positive
"установил новую программу, пока всё работает без багов",neutral
"весь день улыбаюсь, после кофе с подругой настроение на 1000% 🚀",positive
"Опять опоздали с доставкой, поддержка тупит, не успел к ужину, просто бесит...",negative
"Обожаю эти вечера с друзьями — смех, пицца и плейлист на repeat :)",positive
"кто в курсе, где можно купить недорогие наушники в этом районе?",neutral
"Опять подвели друзья, устала от этого тупого окружения, не хочу никуда идти...",negative
"сегодня метро еле едет, но опозданий вроде нет, пойду кофе",neutral
"Поймала идеальный кадр для сторис, настроение на 100% 😍 люблю этот город",positive
Только что договорились с друзьями на выходные — море и барбекю! не могу дождаться 😍,positive
"кто-нибудь знает, во сколько сегодня закрывается библиотека на Новослободской?",neutral
"Вчера встретилась с друзьями, весело до слёз 😂 так люблю эти вечера, заряд позитива на неделю!",positive
"сегодня в метро опять ремонт, пришлось ехать в обход, приехал на работу вовремя",neutral
"Сегодняшний концерт был огонь, до сих пор на позитиве!",positive
"Друзья кинули в последний момент, больше никогда не доверяю никому 😒",negative
"Сегодня встретились с друзьями, смеялись до слёз — лучший вечер за долгое время ❤️",positive
"Встретились с друзьями после долгой разлуки, столько смеха и теплоты! Лучший вечер :)",positive
"на остановке автобус задерживается уже минут десять, видимо пробки на дороге",neutral
"вечером планирую порядок в шкафу навести, посмотрю сериалы параллельно",neutral
"На работе сегодня тихо, все ушли на совещание, я один за компом",neutral
"Вечер с друзьями, гитара и огонь — вот что нужно после трудной недели :)",positive
"Снова сосед включает музыку до утра, нервы на пределе, не выспалась опять...",negative
"Опять подвели на работе, устал до тошноты. Зачем вообще стараюсь? 😞",negative
"Опять сломался телефон, все фотки пропали, настроения вообще нет...",negative
"Опять друзья подвели, задолбали их пустые обещания — больше не верю никому",negative
"Опять тупо подвели, не хочу больше с ними никуда идти...",negative
"в метро сегодня поезда задерживают, буду на работе минут на 20 позже",neutral
"всё получилось лучше, чем думала — пицца, фильмы и отличная компания ❤️",positive
"Опять автобус опоздал и начальница орет, день просто в жопе...",negative
"Подруга подвела в очередной раз, обещала помочь, а потом исчезла. Как так можно...",negative
"Кто-нибудь знает, в котором часу закрывается библиотека сегодня?",neutral
"купил новый чайник, работает тихо. надо привыкнуть к кнопке включения",neutral
"Опять опоздала на автобус блин, весь день испорчен, зачем я вообще вставала?",negative
"ребята, хочу вечером обновить плейлист — кто какие новые треки посоветует?",neutral
"сегодня в метро ремонт, ехал на работу на 20 минут дольше",neutral
"Кто-нибудь ходил в новый коворкинг на Литейном? Интересно, как там с интернетом и местами.",neutral
"Выглянуло солнце, и настроение сразу улетело в космос ☀️ люблю такие дни!",positive
"Встретились с подругой после работы, болтали до полуночи — душевный вечер, прям заряд позитива!",positive
"Опять завис интернет, дедлайн горит, техподдержка молчит — просто кошмар.",negative
"Сегодня встретилась с подругами, столько смеялись, что живот болит от счастья 😊",positive
"вечер с друзьями, пицца и смех — идеальный рецепт счастья!",positive
"встретились с друзьями, поели, смеялись до слёз — лучший вечер за долгое время ❤️",positive
"сегодня в метро концерт у музыканта, люди слушают, забавно наблюдать",neutral
"Опять подвели друзья, уже устал от этих обещаний, не верю никому...",negative
"Новый плейлист от друга — весь день в наушниках, кайфую 😊",positive
"Друг обещал помочь, а потом пропал — как всегда, никому нельзя доверять.",negative
"Опять заблокировали страницу без объяснений, сколько можно терпеть этот бред?!",negative
"Сегодня заказал новую клавиатуру — жду доставку, посмотрим как будет печатать",neutral
"Опять этот долбаный интернет, удалёнка сорвана, устал до смерти, всё раздражает",negative
"Сегодня так круто провела вечер с друзьями, у меня внутри только радость и смех :)",positive
"Сегодня пробки на выезде из города, ехал вдвое дольше обычного, забавно",neutral
